frequency_THz_declared,omega_J_legacy,phdos_returned_in_legacy_states_per_THz
1.438000000000000078e+01,9.528288875699999698e-21,7.098219500000002569e-02
1.438499999999999979e+01,9.531601910774998661e-21,7.110232058823529044e-02
1.439000000000000057e+01,9.534914945849999128e-21,7.097986823529411904e-02
1.439499999999999957e+01,9.538227980924999596e-21,7.091052000000000466e-02
1.440000000000000036e+01,9.541541016000000064e-21,7.114911588235293960e-02
1.440500000000000114e+01,9.544854051075000531e-21,7.122149823529416723e-02
1.441000000000000014e+01,9.548167086149999494e-21,7.136279999999999013e-02
1.441500000000000092e+01,9.551480121224999962e-21,7.158339312500004714e-02
1.441999999999999993e+01,9.554793156299998925e-21,7.146909000000001289e-02
1.442500000000000071e+01,9.558106191374999392e-21,7.149097812499997928e-02
1.442999999999999972e+01,9.561419226449999860e-21,7.158844117647059080e-02
1.443500000000000050e+01,9.564732261525000328e-21,7.154997176470584419e-02
1.443999999999999950e+01,9.568045296599999291e-21,7.110294562499962223e-02
1.444500000000000028e+01,9.571358331674999758e-21,6.940866499999964745e-02
1.445000000000000107e+01,9.574671366750000226e-21,6.920305562500000951e-02
1.445500000000000007e+01,9.577984401824999189e-21,6.926339529411762452e-02
1.446000000000000085e+01,9.581297436899999656e-21,6.933716235294118402e-02
1.446499999999999986e+01,9.584610471974998619e-21,6.942012749999997012e-02
1.447000000000000064e+01,9.587923507049999087e-21,6.961072750000002474e-02
1.447499999999999964e+01,9.591236542124999555e-21,7.066774312500012645e-02
1.448000000000000043e+01,9.594549577200000022e-21,7.094978000000001783e-02
1.448499999999999943e+01,9.597862612274998985e-21,7.124408470588224074e-02
1.449000000000000021e+01,9.601175647349999453e-21,7.141804294117645724e-02
1.449500000000000099e+01,9.604488682424999920e-21,7.138972000000004536e-02
1.450000000000000000e+01,9.607801717499998883e-21,7.148746999999999741e-02
1.450500000000000078e+01,9.611114752574999351e-21,7.159959647058822263e-02
1.450999999999999979e+01,9.614427787649999819e-21,7.171705374999998162e-02
1.451500000000000057e+01,9.617740822725000286e-21,7.184051625000005548e-02
1.451999999999999957e+01,9.621053857799999249e-21,7.187435250000000220e-02
1.452500000000000036e+01,9.624366892874999717e-21,7.182176812499997676e-02
1.453000000000000114e+01,9.627679927950000184e-21,7.177458529411764876e-02
1.453500000000000014e+01,9.630992963024999147e-21,7.183531588235290977e-02
1.454000000000000092e+01,9.634305998099999615e-21,7.199849124999997685e-02
1.454499999999999993e+01,9.637619033174998578e-21,7.211279999999997692e-02
1.455000000000000071e+01,9.640932068249999046e-21,7.216587249999999176e-02
1.455499999999999972e+01,9.644245103324999513e-21,7.171130470588235606e-02
1.456000000000000050e+01,9.647558138399999981e-21,7.174703588235294138e-02
1.456499999999999950e+01,9.650871173474998944e-21,7.174987500000000462e-02
1.457000000000000028e+01,9.654184208549999411e-21,7.158863499999995605e-02
1.457500000000000107e+01,9.657497243624999879e-21,7.160003187499999755e-02
1.458000000000000007e+01,9.660810278699998842e-21,7.200565625000003578e-02
1.458500000000000085e+01,9.664123313774999310e-21,7.251157470588237564e-02
1.458999999999999986e+01,9.667436348849999777e-21,7.282358235294118798e-02
1.459500000000000064e+01,9.670749383925000245e-21,7.259912999999999783e-02
1.459999999999999964e+01,9.674062418999999208e-21,7.235613058823531230e-02
1.460500000000000043e+01,9.677375454074999675e-21,7.209316823529401952e-02
1.460999999999999943e+01,9.680688489149998638e-21,7.198773749999999583e-02
1.461500000000000021e+01,9.684001524224999106e-21,7.216949562499998250e-02
1.462000000000000099e+01,9.687314559299999574e-21,7.238508249999997535e-02
1.462500000000000000e+01,9.690627594375000041e-21,7.259475437500007011e-02
1.463000000000000078e+01,9.693940629450000509e-21,7.278767529411769854e-02
1.463499999999999979e+01,9.697253664524999472e-21,7.304861235294136945e-02
1.464000000000000057e+01,9.700566699599999939e-21,7.346403750000007893e-02
1.464499999999999957e+01,9.703879734674998902e-21,7.373041999999993545e-02
1.465000000000000036e+01,9.707192769749999370e-21,7.397671874999994790e-02
1.465500000000000114e+01,9.710505804824999837e-21,7.420389176470594539e-02
1.466000000000000014e+01,9.713818839899998800e-21,7.433596529411763687e-02
1.466500000000000092e+01,9.717131874974999268e-21,7.440371125000000418e-02
1.466999999999999993e+01,9.720444910049999736e-21,7.447240750000001797e-02
1.467500000000000071e+01,9.723757945125000203e-21,7.453118250000000111e-02
1.467999999999999972e+01,9.727070980199999166e-21,7.460387875000000502e-02
1.468500000000000050e+01,9.730384015274999634e-21,7.471698411764707282e-02
1.468999999999999950e+01,9.733697050349998597e-21,7.499927823529412008e-02
1.469500000000000028e+01,9.737010085424999064e-21,7.563933000000000462e-02
1.470000000000000107e+01,9.740323120499999532e-21,7.769325823529395214e-02
1.470500000000000007e+01,9.743636155575000000e-21,7.842560823529430569e-02
1.471000000000000085e+01,9.746949190650000467e-21,7.609101499999985918e-02
1.471499999999999986e+01,9.750262225724999430e-21,7.577589437500001357e-02
1.472000000000000064e+01,9.753575260799999898e-21,7.553338249999992648e-02
1.472499999999999964e+01,9.756888295874998861e-21,7.553699249999998311e-02
1.473000000000000043e+01,9.760201330949999328e-21,7.551158411764707923e-02
1.473499999999999943e+01,9.763514366024998291e-21,7.540922411764709732e-02
1.474000000000000021e+01,9.766827401099998759e-21,7.525725250000003808e-02
1.474500000000000099e+01,9.770140436174999227e-21,7.504017999999995636e-02
1.475000000000000000e+01,9.773453471249999694e-21,7.486112312499997035e-02
1.475500000000000078e+01,9.776766506325000162e-21,7.473689411764701529e-02
1.475999999999999979e+01,9.780079541399999125e-21,7.461271235294121562e-02
1.476500000000000057e+01,9.783392576474999592e-21,7.490282062500006055e-02
1.476999999999999957e+01,9.786705611549998555e-21,7.496712749999998038e-02
1.477500000000000036e+01,9.790018646624999023e-21,7.496211812500000460e-02
1.478000000000000114e+01,9.793331681699999491e-21,7.495147875000000848e-02
1.478500000000000014e+01,9.796644716774999958e-21,7.493207411764706005e-02
1.479000000000000092e+01,9.799957751850000426e-21,7.491520058823529504e-02
1.479499999999999993e+01,9.803270786924999389e-21,7.490191999999999684e-02
1.480000000000000071e+01,9.806583821999999856e-21,7.489232529411764261e-02
1.480499999999999972e+01,9.809896857074998819e-21,7.564922529411757801e-02
1.481000000000000050e+01,9.813209892149999287e-21,7.684154250000027608e-02
1.481499999999999950e+01,9.816522927224998250e-21,7.741099124999988035e-02
1.482000000000000028e+01,9.819835962300000222e-21,7.740474749999991244e-02
1.482500000000000107e+01,9.823148997375000690e-21,7.691415624999974054e-02
1.483000000000000007e+01,9.826462032449999653e-21,7.649161529411759031e-02
1.483500000000000085e+01,9.829775067525000120e-21,7.637462882352941129e-02
1.483999999999999986e+01,9.833088102599999083e-21,7.644666000000001349e-02
1.484500000000000064e+01,9.836401137674999551e-21,7.677459499999977899e-02
1.484999999999999964e+01,9.839714172749998514e-21,7.707546374999998950e-02
1.485500000000000043e+01,9.843027207824998982e-21,7.712634176470585523e-02
1.485999999999999943e+01,9.846340242899999449e-21,7.750465352941178498e-02
1.486500000000000021e+01,9.849653277974999917e-21,7.790970705882364900e-02
1.487000000000000099e+01,9.852966313050000384e-21,7.820485250000004662e-02
1.487500000000000000e+01,9.856279348124999347e-21,8.181190312500026540e-02
1.488000000000000078e+01,9.859592383199999815e-21,7.787353999999978293e-02
1.488499999999999979e+01,9.862905418274998778e-21,7.667313999999994523e-02
1.489000000000000057e+01,9.866218453349999246e-21,7.595093235294116119e-02
1.489499999999999957e+01,9.869531488424999713e-21,7.590020999999999574e-02
1.490000000000000036e+01,9.872844523500000181e-21,7.618773176470587660e-02
1.490500000000000114e+01,9.876157558575000648e-21,7.634078058823537405e-02
1.491000000000000014e+01,9.879470593649999611e-21,7.655091624999998956e-02
1.491500000000000092e+01,9.882783628725000079e-21,7.678842625000009692e-02
1.491999999999999993e+01,9.886096663799999042e-21,7.707074749999995311e-02
1.492500000000000071e+01,9.889409698874999510e-21,7.749291562499992236e-02
1.492999999999999972e+01,9.892722733949998473e-21,7.805550235294098083e-02
1.493500000000000050e+01,9.896035769024998940e-21,7.875000823529397509e-02
1.493999999999999950e+01,9.899348804099999408e-21,7.961539875000024635e-02
1.494500000000000028e+01,9.902661839174999875e-21,7.970453499999921587e-02
1.495000000000000107e+01,9.905974874250000343e-21,7.750980687499955946e-02
1.495500000000000007e+01,9.909287909324999306e-21,7.735790705882347740e-02
1.496000000000000085e+01,9.912600944399999774e-21,7.754151058823532949e-02
1.496499999999999986e+01,9.915913979474998737e-21,7.772791588235287985e-02
1.497000000000000064e+01,9.919227014549999204e-21,7.792061750000002507e-02
1.497499999999999964e+01,9.922540049624999672e-21,7.814832500000003235e-02
1.498000000000000043e+01,9.925853084700000139e-21,7.834530250000001916e-02
1.498499999999999943e+01,9.929166119774999102e-21,7.853038588235287942e-02
1.499000000000000021e+01,9.932479154849999570e-21,7.870405705882353720e-02
1.499500000000000099e+01,9.935792189925000038e-21,7.885105000000000586e-02
1.500000000000000000e+01,9.939105224999999000e-21,7.893652999999999087e-02
1.500500000000000078e+01,9.942418260074999468e-21,7.915138470588241326e-02
1.500999999999999979e+01,9.945731295149998431e-21,7.932128124999990315e-02
1.501500000000000057e+01,9.949044330225000403e-21,7.956329937500013216e-02
1.501999999999999957e+01,9.952357365299999366e-21,7.990877749999995838e-02
1.502500000000000036e+01,9.955670400374999834e-21,8.040594062500022732e-02
1.503000000000000114e+01,9.958983435450000302e-21,8.124925823529441371e-02
1.503500000000000014e+01,9.962296470524999264e-21,8.243099176470598810e-02
1.504000000000000092e+01,9.965609505599999732e-21,8.335299187500025409e-02
1.504499999999999993e+01,9.968922540674998695e-21,8.263284000000009621e-02
1.505000000000000071e+01,9.972235575749999163e-21,8.242000874999999560e-02
1.505499999999999972e+01,9.975548610824999630e-21,8.239799411764706094e-02
1.506000000000000050e+01,9.978861645900000098e-21,8.242103470588237057e-02
1.506499999999999950e+01,9.982174680974999061e-21,8.251245882352939431e-02
1.507000000000000028e+01,9.985487716049999528e-21,8.264104250000002538e-02
1.507500000000000107e+01,9.988800751124999996e-21,8.281603000000002657e-02
1.508000000000000007e+01,9.992113786199998959e-21,8.299332500000000667e-02
1.508500000000000085e+01,9.995426821274999427e-21,8.301762529411764457e-02
1.508999999999999986e+01,9.998739856349999894e-21,8.295511176470585224e-02
1.509500000000000064e+01,1.000205289142500036e-20,8.293275999999999426e-02
1.509999999999999964e+01,1.000536592649999932e-20,8.299945529411763279e-02
1.510500000000000043e+01,1.000867896157499979e-20,8.324724588235300760e-02
1.510999999999999943e+01,1.001199199664999876e-20,8.344678764705881768e-02
1.511500000000000021e+01,1.001530503172499922e-20,8.361719062500005961e-02
1.512000000000000099e+01,1.001861806679999969e-20,8.385679750000003818e-02
1.512500000000000000e+01,1.002193110187499865e-20,8.403579312499996623e-02
1.513000000000000078e+01,1.002524413694999912e-20,8.426702294117642544e-02
1.513499999999999979e+01,1.002855717202499959e-20,8.467864352941188721e-02
1.514000000000000057e+01,1.003187020710000006e-20,8.522848062500013033e-02
1.514499999999999957e+01,1.003518324217499902e-20,8.580419999999999714e-02
1.515000000000000036e+01,1.003849627724999949e-20,8.594494625000000110e-02
1.515500000000000114e+01,1.004180931232499995e-20,8.581648117647054652e-02
1.516000000000000014e+01,1.004512234739999892e-20,8.568700705882352497e-02
1.516500000000000092e+01,1.004843538247499939e-20,8.577671117647060750e-02
1.516999999999999993e+01,1.005174841754999985e-20,8.591295750000002562e-02
1.517500000000000071e+01,1.005506145262500032e-20,8.598835875000000739e-02
1.517999999999999972e+01,1.005837448769999928e-20,8.601086750000000447e-02
1.518500000000000050e+01,1.006168752277499975e-20,8.606871705882353230e-02
1.518999999999999950e+01,1.006500055784999871e-20,8.615923823529413050e-02
1.519500000000000028e+01,1.006831359292499918e-20,8.629196999999999562e-02
1.520000000000000107e+01,1.007162662799999965e-20,8.673747352941189870e-02
1.520500000000000007e+01,1.007493966307499861e-20,8.718039588235272641e-02
1.521000000000000085e+01,1.007825269815000058e-20,8.763991294117669251e-02
1.521499999999999986e+01,1.008156573322499955e-20,8.807477749999993721e-02
1.522000000000000064e+01,1.008487876830000002e-20,8.876650500000027311e-02
1.522499999999999964e+01,1.008819180337499898e-20,8.991422937499982115e-02
1.523000000000000043e+01,1.009150483844999945e-20,9.084242705882368540e-02
1.523499999999999943e+01,1.009481787352499841e-20,9.274351117647069986e-02
1.524000000000000021e+01,1.009813090859999888e-20,9.523300375000007256e-02
1.524500000000000099e+01,1.010144394367499934e-20,9.075506999999997937e-02
1.525000000000000000e+01,1.010475697874999981e-20,9.071629687500000483e-02
1.525500000000000078e+01,1.010807001382500028e-20,9.084779176470600404e-02
1.525999999999999979e+01,1.011138304889999924e-20,9.105265882352937823e-02
1.526500000000000057e+01,1.011469608397499971e-20,9.127030176470590783e-02
1.526999999999999957e+01,1.011800911904999867e-20,9.145999999999993024e-02
1.527500000000000036e+01,1.012132215412499914e-20,9.180969000000005487e-02
1.528000000000000114e+01,1.012463518919999961e-20,9.281620875000007320e-02
1.528500000000000014e+01,1.012794822427500008e-20,9.416670058823586875e-02
1.529000000000000092e+01,1.013126125935000054e-20,9.522543294117655210e-02
1.529499999999999993e+01,1.013457429442499951e-20,9.610084000000000681e-02
1.530000000000000071e+01,1.013788732949999997e-20,9.676172823529431699e-02
1.530499999999999972e+01,1.014120036457499894e-20,9.667649470588236815e-02
1.531000000000000050e+01,1.014451339964999940e-20,9.660838823529421804e-02
1.531499999999999950e+01,1.014782643472499837e-20,9.673668062500007103e-02
1.532000000000000028e+01,1.015113946979999883e-20,9.632165500000003378e-02
1.532500000000000107e+01,1.015445250487499930e-20,9.633814187499997739e-02
1.533000000000000007e+01,1.015776553994999977e-20,9.647247529411769051e-02
1.533500000000000085e+01,1.016107857502500024e-20,9.663300000000006607e-02
1.533999999999999986e+01,1.016439161009999920e-20,9.694307187500002254e-02
1.534500000000000064e+01,1.016770464517499967e-20,9.733407499999999213e-02
1.534999999999999964e+01,1.017101768024999863e-20,9.776318374999988514e-02
1.535500000000000043e+01,1.017433071532499910e-20,9.824793411764701223e-02
1.535999999999999943e+01,1.017764375039999957e-20,9.881995176470598219e-02
1.536500000000000021e+01,1.018095678547500003e-20,9.999625000000036956e-02
1.537000000000000099e+01,1.018426982055000050e-20,1.016088250000003745e-01
1.537500000000000000e+01,1.018758285562499946e-20,1.019464750000000225e-01
1.538000000000000078e+01,1.019089589069999993e-20,1.021348125000000051e-01
1.538499999999999979e+01,1.019420892577499890e-20,1.022626647058823696e-01
1.539000000000000057e+01,1.019752196084999936e-20,1.026306588235294248e-01
1.539499999999999957e+01,1.020083499592499833e-20,1.031957000000000013e-01
1.540000000000000036e+01,1.020414803099999879e-20,1.045724058823528646e-01
1.540500000000000114e+01,1.020746106607500077e-20,1.059957529411766908e-01
1.541000000000000014e+01,1.021077410114999973e-20,1.066442823529411138e-01
1.541500000000000092e+01,1.021408713622500020e-20,1.073844625000003050e-01
1.541999999999999993e+01,1.021740017129999916e-20,1.084171499999997124e-01
1.542500000000000071e+01,1.022071320637499963e-20,1.086825812499998684e-01
1.542999999999999972e+01,1.022402624144999859e-20,1.089527647058822074e-01
1.543500000000000050e+01,1.022733927652499906e-20,1.093512235294117202e-01
1.543999999999999950e+01,1.023065231159999952e-20,1.107223187500006034e-01
1.544500000000000028e+01,1.023396534667499999e-20,1.117500500000003089e-01
1.545000000000000107e+01,1.023727838175000046e-20,1.120738937499997645e-01
1.545500000000000007e+01,1.024059141682499942e-20,1.116353750000000228e-01
1.546000000000000085e+01,1.024390445189999989e-20,1.121318352941177848e-01
1.546499999999999986e+01,1.024721748697499885e-20,1.135670117647053223e-01
1.547000000000000064e+01,1.025053052204999932e-20,1.151703500000001990e-01
1.547499999999999964e+01,1.025384355712499828e-20,1.170030749999996372e-01
1.548000000000000043e+01,1.025715659220000026e-20,1.166145750000004699e-01
1.548500000000000121e+01,1.026046962727500072e-20,1.171521294117647549e-01
1.549000000000000021e+01,1.026378266234999969e-20,1.175510352941176589e-01
1.549500000000000099e+01,1.026709569742500015e-20,1.158609999999984236e-01
1.550000000000000000e+01,1.027040873249999912e-20,1.135600882352942181e-01
1.550500000000000078e+01,1.027372176757499959e-20,1.105336294117619800e-01
1.550999999999999979e+01,1.027703480264999855e-20,1.025332000000003518e-01
1.551500000000000057e+01,1.028034783772499902e-20,1.003756981250001623e-01
1.551999999999999957e+01,1.028366087279999948e-20,9.860203750000018363e-02
1.552500000000000036e+01,1.028697390787499995e-20,9.717660812499956391e-02
1.553000000000000114e+01,1.029028694295000042e-20,9.586892235294082465e-02
1.553500000000000014e+01,1.029359997802499938e-20,9.477072588235270489e-02
1.554000000000000092e+01,1.029691301309999985e-20,9.392296937499995668e-02
1.554499999999999993e+01,1.030022604817499881e-20,9.309131500000018822e-02
1.555000000000000071e+01,1.030353908324999928e-20,9.231909687500004791e-02
1.555499999999999972e+01,1.030685211832499975e-20,9.150841249999985827e-02
1.556000000000000050e+01,1.031016515340000022e-20,9.070324117647035611e-02
1.556499999999999950e+01,1.031347818847499918e-20,9.002029117647050716e-02
1.557000000000000028e+01,1.031679122354999965e-20,8.946579499999994523e-02
1.557500000000000107e+01,1.032010425862500011e-20,8.908976437499997736e-02
1.558000000000000007e+01,1.032341729369999908e-20,8.870666499999996235e-02
1.558500000000000085e+01,1.032673032877499954e-20,8.824620235294115822e-02
1.558999999999999986e+01,1.033004336384999851e-20,8.800418176470588272e-02
1.559500000000000064e+01,1.033335639892499897e-20,8.789441000000000614e-02
1.559999999999999964e+01,1.033666943399999944e-20,8.766751941176470497e-02
1.560500000000000043e+01,1.033998246907499991e-20,8.788379352941190492e-02
1.561000000000000121e+01,1.034329550415000038e-20,8.802666588235291689e-02
1.561500000000000021e+01,1.034660853922499934e-20,8.790216124999997160e-02
1.562000000000000099e+01,1.034992157429999981e-20,8.786596999999998769e-02
1.562500000000000000e+01,1.035323460937499877e-20,8.771492125000004969e-02
1.563000000000000078e+01,1.035654764444999924e-20,8.736419529411773577e-02
1.563499999999999979e+01,1.035986067952499971e-20,8.666014882352919557e-02
1.564000000000000057e+01,1.036317371460000017e-20,8.562686062499971773e-02
1.564499999999999957e+01,1.036648674967499914e-20,8.616154500000024197e-02
1.565000000000000036e+01,1.036979978474999960e-20,8.486794937500015401e-02
1.565500000000000114e+01,1.037311281982500007e-20,8.244765999999961736e-02
1.566000000000000014e+01,1.037642585489999903e-20,8.090429941176484341e-02
1.566500000000000092e+01,1.037973888997499950e-20,8.031051823529407330e-02
1.566999999999999993e+01,1.038305192504999847e-20,7.981129000000014573e-02
1.567500000000000071e+01,1.038636496012500044e-20,7.900583687499961039e-02
1.567999999999999972e+01,1.038967799519999940e-20,7.841465624999995054e-02
1.568500000000000050e+01,1.039299103027499987e-20,7.753284294117641917e-02
1.568999999999999950e+01,1.039630406534999883e-20,7.696470705882352270e-02
1.569500000000000028e+01,1.039961710042499930e-20,7.704946000000000017e-02
1.570000000000000107e+01,1.040293013549999977e-20,7.598878749999979365e-02
1.570500000000000007e+01,1.040624317057499873e-20,7.636107823529393601e-02
1.571000000000000085e+01,1.040955620564999920e-20,7.926408176470545186e-02
1.571499999999999986e+01,1.041286924072499966e-20,7.337909812500219287e-02
1.572000000000000064e+01,1.041618227580000013e-20,6.404095500000017704e-02
1.572499999999999964e+01,1.041949531087499910e-20,6.468867437499986606e-02
1.573000000000000043e+01,1.042280834594999956e-20,6.547042294117666472e-02
1.573500000000000121e+01,1.042612138102500003e-20,6.616766470588240912e-02
1.574000000000000021e+01,1.042943441609999899e-20,6.664293187499992221e-02
1.574500000000000099e+01,1.043274745117499946e-20,6.701905000000007995e-02
1.575000000000000000e+01,1.043606048624999993e-20,6.740344812500007055e-02
1.575500000000000078e+01,1.043937352132500040e-20,6.779474250000025459e-02
1.575999999999999979e+01,1.044268655639999936e-20,6.817844470588241279e-02
1.576500000000000057e+01,1.044599959147499983e-20,6.857355470588240298e-02
1.576999999999999957e+01,1.044931262654999879e-20,6.896904999999986519e-02
1.577500000000000036e+01,1.045262566162499926e-20,6.936836625000003531e-02
1.578000000000000114e+01,1.045593869669999972e-20,6.976912000000001779e-02
1.578500000000000014e+01,1.045925173177499869e-20,7.016406941176472900e-02
1.579000000000000092e+01,1.046256476684999916e-20,7.056719764705883524e-02
1.579499999999999993e+01,1.046587780192499962e-20,7.097175999999999485e-02
1.580000000000000071e+01,1.046919083700000009e-20,7.137826500000016283e-02
1.580499999999999972e+01,1.047250387207499905e-20,7.178523470588232813e-02
1.581000000000000050e+01,1.047581690714999952e-20,7.219412000000011154e-02
1.581499999999999950e+01,1.047912994222499848e-20,7.259802374999996255e-02
1.582000000000000028e+01,1.048244297729999895e-20,7.301026999999996048e-02
1.582500000000000107e+01,1.048575601237499942e-20,7.352451749999991404e-02
1.583000000000000007e+01,1.048906904744999989e-20,7.410417411764723405e-02
1.583500000000000085e+01,1.049238208252500035e-20,7.479345764705903898e-02
1.583999999999999986e+01,1.049569511759999932e-20,7.549200000000017008e-02
1.584500000000000064e+01,1.049900815267499979e-20,7.618663000000015784e-02
1.584999999999999964e+01,1.050232118774999875e-20,7.690514562499982387e-02
1.585500000000000043e+01,1.050563422282499922e-20,7.764430874999990462e-02
1.586000000000000121e+01,1.050894725789999968e-20,7.847214117647072218e-02
1.586500000000000021e+01,1.051226029297499865e-20,7.954696058823508553e-02
1.587000000000000099e+01,1.051557332805000062e-20,8.068413500000062855e-02
1.587500000000000000e+01,1.051888636312499958e-20,8.180987437500009118e-02
1.588000000000000078e+01,1.052219939820000005e-20,8.308927625000009365e-02
1.588499999999999979e+01,1.052551243327499901e-20,8.450858705882360877e-02
1.589000000000000057e+01,1.052882546834999948e-20,8.619680882352945273e-02
1.589499999999999957e+01,1.053213850342499844e-20,8.775144999999999473e-02
1.590000000000000036e+01,1.053545153849999891e-20,8.930345249999990798e-02
1.590500000000000114e+01,1.053876457357499938e-20,9.082044941176463382e-02
1.591000000000000014e+01,1.054207760864999985e-20,9.235062294117635240e-02
1.591500000000000092e+01,1.054539064372500031e-20,9.396482750000080542e-02
1.591999999999999993e+01,1.054870367879999928e-20,9.645446499999968393e-02
1.592500000000000071e+01,1.055201671387499974e-20,9.908043812500080816e-02
1.592999999999999972e+01,1.055532974894999871e-20,1.017172470588230682e-01
1.593500000000000050e+01,1.055864278402499917e-20,1.047863117647053338e-01
1.593999999999999950e+01,1.056195581909999964e-20,1.076783625000007766e-01
1.594500000000000028e+01,1.056526885417500011e-20,1.107465500000007486e-01
1.595000000000000107e+01,1.056858188925000058e-20,1.142323937500026171e-01
1.595500000000000007e+01,1.057189492432499954e-20,1.181225250000005472e-01
1.596000000000000085e+01,1.057520795940000001e-20,1.211480647058828103e-01
1.596499999999999986e+01,1.057852099447499897e-20,1.240441411764697244e-01
1.597000000000000064e+01,1.058183402954999944e-20,1.267342500000002981e-01
1.597499999999999964e+01,1.058514706462499840e-20,1.295491437499991794e-01
1.598000000000000043e+01,1.058846009969999887e-20,1.319732375000001179e-01
1.598500000000000121e+01,1.059177313477499934e-20,1.341537176470589399e-01
1.599000000000000021e+01,1.059508616984999980e-20,1.365435941176471046e-01
1.599500000000000099e+01,1.059839920492500027e-20,1.388651000000008240e-01
1.600000000000000000e+01,1.060171223999999923e-20,1.406463687499999449e-01
1.600499999999999901e+01,1.060502527507499820e-20,1.424993647058822588e-01
1.601000000000000156e+01,1.060833831015000017e-20,1.442780000000006002e-01
1.601500000000000057e+01,1.061165134522499913e-20,1.462844999999994566e-01
1.601999999999999957e+01,1.061496438029999960e-20,1.501260999999994294e-01
1.602499999999999858e+01,1.061827741537499856e-20,1.556449624999990400e-01
1.603000000000000114e+01,1.062159045045000054e-20,1.629733705882412398e-01
1.603500000000000014e+01,1.062490348552499950e-20,1.713035823529397983e-01
1.603999999999999915e+01,1.062821652059999846e-20,1.789720624999983356e-01
1.604500000000000171e+01,1.063152955567500043e-20,1.865048500000009712e-01
1.605000000000000071e+01,1.063484259074999940e-20,1.905759562500008164e-01
1.605499999999999972e+01,1.063815562582499836e-20,1.938046750000004537e-01
1.605999999999999872e+01,1.064146866089999883e-20,1.960441294117640509e-01
1.606500000000000128e+01,1.064478169597500080e-20,1.996708529411790334e-01
1.607000000000000028e+01,1.064809473104999976e-20,2.039591750000005199e-01
1.607499999999999929e+01,1.065140776612499873e-20,2.085556687500004225e-01
1.608000000000000185e+01,1.065472080120000070e-20,2.138433375000003411e-01
1.608500000000000085e+01,1.065803383627499966e-20,2.206778411764710179e-01
1.608999999999999986e+01,1.066134687134999862e-20,2.310043941176473381e-01
1.609499999999999886e+01,1.066465990642499909e-20,2.454878000000000060e-01
1.610000000000000142e+01,1.066797294149999956e-20,2.686057875000048001e-01
1.610500000000000043e+01,1.067128597657500003e-20,2.357342882352946312e-01
1.610999999999999943e+01,1.067459901164999899e-20,2.257047235294126486e-01
1.611500000000000199e+01,1.067791204672500096e-20,2.153339562499917148e-01
1.612000000000000099e+01,1.068122508179999992e-20,2.081257749999994300e-01
1.612500000000000000e+01,1.068453811687499889e-20,2.063555562500004048e-01
1.612999999999999901e+01,1.068785115194999785e-20,2.023796058823535415e-01
1.613500000000000156e+01,1.069116418702499982e-20,2.015593999999993335e-01
1.614000000000000057e+01,1.069447722210000029e-20,1.934079749999881859e-01
1.614499999999999957e+01,1.069779025717499925e-20,1.786639000000030952e-01
1.614999999999999858e+01,1.070110329224999822e-20,1.657296687500018073e-01
1.615500000000000114e+01,1.070441632732500019e-20,1.630798124999996157e-01
1.616000000000000014e+01,1.070772936239999915e-20,1.607702411764702077e-01
1.616499999999999915e+01,1.071104239747499811e-20,1.581902000000013075e-01
1.617000000000000171e+01,1.071435543255000009e-20,1.551466249999996216e-01
1.617500000000000071e+01,1.071766846762499905e-20,1.519091874999997371e-01
1.617999999999999972e+01,1.072098150269999952e-20,1.486863499999998006e-01
1.618499999999999872e+01,1.072429453777499848e-20,1.441713235294114770e-01
1.619000000000000128e+01,1.072760757285000045e-20,1.372548352941174721e-01
1.619500000000000028e+01,1.073092060792499942e-20,1.321987000000000023e-01
1.619999999999999929e+01,1.073423364299999838e-20,1.285246375000001218e-01
1.620500000000000185e+01,1.073754667807500035e-20,1.250900411764692410e-01
1.621000000000000085e+01,1.074085971314999931e-20,1.213545294117650136e-01
1.621499999999999986e+01,1.074417274822499978e-20,1.175099750000003218e-01
1.621999999999999886e+01,1.074748578329999874e-20,1.137820250000004529e-01
1.622500000000000142e+01,1.075079881837500072e-20,1.098201562499963035e-01
1.623000000000000043e+01,1.075411185344999968e-20,1.042708588235267547e-01
1.623499999999999943e+01,1.075742488852499864e-20,9.752041470588362904e-02
1.624000000000000199e+01,1.076073792360000062e-20,9.021000374999806060e-02
1.624500000000000099e+01,1.076405095867499958e-20,8.286963999999824582e-02
1.625000000000000000e+01,1.076736399374999854e-20,7.591356312499880632e-02
1.625499999999999901e+01,1.077067702882499901e-20,7.045753250000198753e-02
1.626000000000000156e+01,1.077399006390000098e-20,6.114156176470216669e-02
1.626500000000000057e+01,1.077730309897499994e-20,5.527880941176398222e-02
1.626999999999999957e+01,1.078061613404999891e-20,4.977313249999936601e-02
1.627499999999999858e+01,1.078392916912499787e-20,4.444678687500441816e-02
1.628000000000000114e+01,1.078724220419999984e-20,3.920087249999969908e-02
1.628500000000000014e+01,1.079055523927499881e-20,3.464124352941153062e-02
1.628999999999999915e+01,1.079386827434999927e-20,3.021087882352917545e-02
1.629500000000000171e+01,1.079718130942499974e-20,2.536673000000000053e-02
1.630000000000000071e+01,1.080049434450000021e-20,2.213989687500004036e-02
1.630499999999999972e+01,1.080380737957499917e-20,1.893477529411805027e-02
1.630999999999999872e+01,1.080712041464999813e-20,1.180902176470633759e-02
