frequency_THz_declared,omega_J_legacy,phdos_returned_in_legacy_states_per_THz
3.339999999999999858e+00,2.213107430099999774e-21,3.330058073170732297e-02
3.345000000000000195e+00,2.216420465174999866e-21,3.353393756097561296e-02
3.350000000000000089e+00,2.219733500249999957e-21,3.380359878048781741e-02
3.354999999999999982e+00,2.223046535324999673e-21,3.408012560975608868e-02
3.359999999999999876e+00,2.226359570399999764e-21,3.436194951219512239e-02
3.365000000000000213e+00,2.229672605474999856e-21,3.471374012195123371e-02
3.370000000000000107e+00,2.232985640549999947e-21,3.511648817073170087e-02
3.375000000000000000e+00,2.236298675624999662e-21,3.549971615853656642e-02
3.379999999999999893e+00,2.239611710699999754e-21,3.578403908536584993e-02
3.385000000000000231e+00,2.242924745774999845e-21,3.596516128048780209e-02
3.390000000000000124e+00,2.246237780849999937e-21,3.608533950920245204e-02
3.395000000000000018e+00,2.249550815925000028e-21,3.600786573170729199e-02
3.399999999999999911e+00,2.252863850999999743e-21,3.604083036585366273e-02
3.405000000000000249e+00,2.256176886074999835e-21,3.617301219512194382e-02
3.410000000000000142e+00,2.259489921149999926e-21,3.631828621951219832e-02
3.415000000000000036e+00,2.262802956225000018e-21,3.647702115853659888e-02
3.419999999999999929e+00,2.266115991299999733e-21,3.664828865853658746e-02
3.425000000000000266e+00,2.269429026375000201e-21,3.683403152439024969e-02
3.430000000000000160e+00,2.272742061449999916e-21,3.703325969512195892e-02
3.435000000000000053e+00,2.276055096525000007e-21,3.724611597560976983e-02
3.439999999999999947e+00,2.279368131599999723e-21,3.747336414634145491e-02
3.445000000000000284e+00,2.282681166675000190e-21,3.771619536585368859e-02
3.450000000000000178e+00,2.285994201749999906e-21,3.797298317073171531e-02
3.455000000000000071e+00,2.289307236824999997e-21,3.822998268292684965e-02
3.459999999999999964e+00,2.292620271899999712e-21,3.846057414634144328e-02
3.464999999999999858e+00,2.295933306974999804e-21,3.870479573170731297e-02
3.470000000000000195e+00,2.299246342049999895e-21,3.901054030487804969e-02
3.475000000000000089e+00,2.302559377124999987e-21,3.937008256097562081e-02
3.479999999999999982e+00,2.305872412199999702e-21,3.978356920731705715e-02
3.484999999999999876e+00,2.309185447274999793e-21,4.025131432926829650e-02
3.490000000000000213e+00,2.312498482349999885e-21,4.077568682926832611e-02
3.495000000000000107e+00,2.315811517424999976e-21,4.132199841463414514e-02
3.500000000000000000e+00,2.319124552499999692e-21,4.180598817073172269e-02
3.504999999999999893e+00,2.322437587574999783e-21,4.227718597560974068e-02
3.510000000000000231e+00,2.325750622649999874e-21,4.275486743902439518e-02
3.515000000000000124e+00,2.329063657724999966e-21,4.323837500000002332e-02
3.520000000000000018e+00,2.332376692799999681e-21,4.368802298780487953e-02
3.524999999999999911e+00,2.335689727874999773e-21,4.409092292682924991e-02
3.530000000000000249e+00,2.339002762949999864e-21,4.444690201219510944e-02
3.535000000000000142e+00,2.342315798024999956e-21,4.470338487804877137e-02
3.540000000000000036e+00,2.345628833099999671e-21,4.500696439024388235e-02
3.544999999999999929e+00,2.348941868174999762e-21,4.541816390243902379e-02
3.550000000000000266e+00,2.352254903249999854e-21,4.582716146341463126e-02
3.555000000000000160e+00,2.355567938324999945e-21,4.623394024390246881e-02
3.560000000000000053e+00,2.358880973400000037e-21,4.663814609756100626e-02
3.564999999999999947e+00,2.362194008474999752e-21,4.703872121951217788e-02
3.570000000000000284e+00,2.365507043549999843e-21,4.742857884146341185e-02
3.575000000000000178e+00,2.368820078624999935e-21,4.781725603658538298e-02
3.580000000000000071e+00,2.372133113700000026e-21,4.820538073170735349e-02
3.584999999999999964e+00,2.375446148774999742e-21,4.859501176829264524e-02
3.589999999999999858e+00,2.378759183849999833e-21,4.898607487804880478e-02
3.595000000000000195e+00,2.382072218924999924e-21,4.938008378048780456e-02
3.600000000000000089e+00,2.385385254000000016e-21,4.978534268292684334e-02
3.604999999999999982e+00,2.388698289074999731e-21,5.017715414634144749e-02
3.609999999999999876e+00,2.392011324149999823e-21,5.056584969325153556e-02
3.615000000000000213e+00,2.395324359224999914e-21,5.095824585365852505e-02
3.620000000000000107e+00,2.398637394300000006e-21,5.135743823170731831e-02
3.625000000000000000e+00,2.401950429374999721e-21,5.176470530487804755e-02
3.629999999999999893e+00,2.405263464449999812e-21,5.218060225609754549e-02
3.635000000000000231e+00,2.408576499524999904e-21,5.260254319018405761e-02
3.640000000000000124e+00,2.411889534599999995e-21,5.303414195121952668e-02
3.645000000000000018e+00,2.415202569674999710e-21,5.345822073170731353e-02
3.649999999999999911e+00,2.418515604749999802e-21,5.387583146341462514e-02
3.655000000000000249e+00,2.421828639824999893e-21,5.429741000000000428e-02
3.660000000000000142e+00,2.425141674899999985e-21,5.470870245398775505e-02
3.665000000000000036e+00,2.428454709974999700e-21,5.510468329268291415e-02
3.669999999999999929e+00,2.431767745049999792e-21,5.548884414634146223e-02
3.675000000000000266e+00,2.435080780124999883e-21,5.587262591463416223e-02
3.680000000000000160e+00,2.438393815199999974e-21,5.626545658536588612e-02
3.685000000000000053e+00,2.441706850274999690e-21,5.666879533742327779e-02
3.689999999999999947e+00,2.445019885349999781e-21,5.708172317073169355e-02
3.695000000000000284e+00,2.448332920424999873e-21,5.748741878048784643e-02
3.700000000000000178e+00,2.451645955499999964e-21,5.790910695121952861e-02
3.705000000000000071e+00,2.454958990575000056e-21,5.835466268292686942e-02
3.709999999999999964e+00,2.458272025649999771e-21,5.882671054878049061e-02
3.714999999999999858e+00,2.461585060724999862e-21,5.932319908536588804e-02
3.720000000000000195e+00,2.464898095799999954e-21,5.986618506097560882e-02
3.725000000000000089e+00,2.468211130875000045e-21,6.046556810975611818e-02
3.729999999999999982e+00,2.471524165949999760e-21,6.108006682926827441e-02
3.734999999999999876e+00,2.474837201024999852e-21,6.171325536585367533e-02
3.740000000000000213e+00,2.478150236099999943e-21,6.235757487804878541e-02
3.745000000000000107e+00,2.481463271175000035e-21,6.301589439024393724e-02
3.750000000000000000e+00,2.484776306249999750e-21,6.368671902439027033e-02
3.754999999999999893e+00,2.488089341324999842e-21,6.437184878048778092e-02
3.760000000000000231e+00,2.491402376399999933e-21,6.507614957317076065e-02
3.765000000000000124e+00,2.494715411475000024e-21,6.579198469512199943e-02
3.770000000000000018e+00,2.498028446549999740e-21,6.652875859756096633e-02
3.774999999999999911e+00,2.501341481624999831e-21,6.728369426829269861e-02
3.780000000000000249e+00,2.504654516699999923e-21,6.804089499999999013e-02
3.785000000000000142e+00,2.507967551775000014e-21,6.880091792682935248e-02
3.790000000000000036e+00,2.511280586849999729e-21,6.955573939024387031e-02
3.794999999999999929e+00,2.514593621924999821e-21,7.030397365853659208e-02
3.800000000000000266e+00,2.517906656999999912e-21,7.106230804878051199e-02
3.805000000000000160e+00,2.521219692075000004e-21,7.184043109756103884e-02
3.810000000000000053e+00,2.524532727149999719e-21,7.262213347560969590e-02
3.814999999999999947e+00,2.527845762224999810e-21,7.340166249999996451e-02
3.820000000000000284e+00,2.531158797299999902e-21,7.418466432926829057e-02
3.825000000000000178e+00,2.534471832374999993e-21,7.506947640243906428e-02
3.830000000000000071e+00,2.537784867449999709e-21,7.594316298780484642e-02
3.834999999999999964e+00,2.541097902524999800e-21,7.690717780487803246e-02
3.839999999999999858e+00,2.544410937599999892e-21,7.796170707317080784e-02
3.845000000000000195e+00,2.547723972674999983e-21,7.898354414634145559e-02
3.850000000000000089e+00,2.551037007749999698e-21,7.997856707317071989e-02
3.854999999999999982e+00,2.554350042824999790e-21,8.096988634146344566e-02
3.859999999999999876e+00,2.557663077899999881e-21,8.195995560975612160e-02
3.865000000000000213e+00,2.560976112974999973e-21,8.294682451219519137e-02
3.870000000000000107e+00,2.564289148050000064e-21,8.391390664634157392e-02
3.875000000000000000e+00,2.567602183124999779e-21,8.478875853658540684e-02
3.879999999999999893e+00,2.570915218199999871e-21,8.566606384146338571e-02
3.885000000000000231e+00,2.574228253274999962e-21,8.655577719512198842e-02
3.890000000000000124e+00,2.577541288350000054e-21,8.745574268292688469e-02
3.895000000000000018e+00,2.580854323424999769e-21,8.836602414634146807e-02
3.899999999999999911e+00,2.584167358499999861e-21,8.898885939024391012e-02
3.905000000000000249e+00,2.587480393574999952e-21,8.936539613496935486e-02
3.910000000000000142e+00,2.590793428650000043e-21,8.974630652439029299e-02
3.915000000000000036e+00,2.594106463724999759e-21,9.004277091463414040e-02
3.919999999999999929e+00,2.597419498799999850e-21,9.043714493902438312e-02
3.925000000000000266e+00,2.600732533874999942e-21,9.099296475609759682e-02
3.930000000000000160e+00,2.604045568950000033e-21,9.164555754601233506e-02
3.935000000000000053e+00,2.607358604024999748e-21,9.238177268292675770e-02
3.939999999999999947e+00,2.610671639099999840e-21,9.319539439024392136e-02
3.945000000000000284e+00,2.613984674174999931e-21,9.486114268292696050e-02
3.950000000000000178e+00,2.617297709250000023e-21,9.792905292682935192e-02
3.955000000000000071e+00,2.620610744324999738e-21,9.940859012269934181e-02
3.959999999999999964e+00,2.623923779399999829e-21,1.015085463414634737e-01
3.965000000000000302e+00,2.627236814474999921e-21,1.037074670731708836e-01
3.970000000000000195e+00,2.630549849550000012e-21,1.055384237804878056e-01
3.975000000000000089e+00,2.633862884624999728e-21,1.078521079268291438e-01
3.979999999999999982e+00,2.637175919699999819e-21,1.112717331288342743e-01
3.984999999999999876e+00,2.640488954774999911e-21,1.168710073170733249e-01
3.990000000000000213e+00,2.643801989850000002e-21,1.244463731707325244e-01
3.995000000000000107e+00,2.647115024924999717e-21,1.416985134146341307e-01
4.000000000000000000e+00,2.650428059999999809e-21,1.417874963414635370e-01
4.004999999999999893e+00,2.653741095074999900e-21,1.442457420731709516e-01
4.009999999999999787e+00,2.657054130149999615e-21,1.453761756097560476e-01
4.014999999999999680e+00,2.660367165224999707e-21,1.467919884146340337e-01
4.020000000000000462e+00,2.663680200300000174e-21,1.491604371951220087e-01
4.025000000000000355e+00,2.666993235374999890e-21,1.496761573170731496e-01
4.030000000000000249e+00,2.670306270449999981e-21,1.492051146341463186e-01
4.035000000000000142e+00,2.673619305525000073e-21,1.490605121951219803e-01
4.040000000000000036e+00,2.676932340599999788e-21,1.500479463414631787e-01
4.044999999999999929e+00,2.680245375674999879e-21,1.527835243902439244e-01
4.049999999999999822e+00,2.683558410749999595e-21,1.479630390243902305e-01
4.054999999999999716e+00,2.686871445824999686e-21,1.470951432926830282e-01
4.060000000000000497e+00,2.690184480900000154e-21,1.464963286585365121e-01
4.065000000000000391e+00,2.693497515975000245e-21,1.462166323170731586e-01
4.070000000000000284e+00,2.696810551049999961e-21,1.467757695121951200e-01
4.075000000000000178e+00,2.700123586125000052e-21,1.472208353658535085e-01
4.080000000000000071e+00,2.703436621199999767e-21,1.464850269938650362e-01
4.084999999999999964e+00,2.706749656274999859e-21,1.472489109756098258e-01
4.089999999999999858e+00,2.710062691349999574e-21,1.482432499999999376e-01
4.094999999999999751e+00,2.713375726424999665e-21,1.502858865853655967e-01
4.099999999999999645e+00,2.716688761499999381e-21,1.529785085365850672e-01
4.105000000000000426e+00,2.720001796575000225e-21,1.540539170731707042e-01
4.110000000000000320e+00,2.723314831649999940e-21,1.539627786585365254e-01
4.115000000000000213e+00,2.726627866725000031e-21,1.556354329268294645e-01
4.120000000000000107e+00,2.729940901799999747e-21,1.582923847560975539e-01
4.125000000000000000e+00,2.733253936874999838e-21,1.600919993902437943e-01
4.129999999999999893e+00,2.736566971949999553e-21,1.611202243902437325e-01
4.134999999999999787e+00,2.739880007024999645e-21,1.632285439024387941e-01
4.139999999999999680e+00,2.743193042099999736e-21,1.625398780487802286e-01
4.145000000000000462e+00,2.746506077175000204e-21,1.624638219512196113e-01
4.150000000000000355e+00,2.749819112249999919e-21,1.628818658536585195e-01
4.155000000000000249e+00,2.753132147325000011e-21,1.633285432926829817e-01
4.160000000000000142e+00,2.756445182399999726e-21,1.638849329268292077e-01
4.165000000000000036e+00,2.759758217474999817e-21,1.643961457317073549e-01
4.169999999999999929e+00,2.763071252549999909e-21,1.650251060975609918e-01
4.174999999999999822e+00,2.766384287624999624e-21,1.656664024390243628e-01
4.179999999999999716e+00,2.769697322699999715e-21,1.663676134146341301e-01
4.185000000000000497e+00,2.773010357775000183e-21,1.677331670731707913e-01
4.190000000000000391e+00,2.776323392849999898e-21,1.689157012195121599e-01
4.195000000000000284e+00,2.779636427924999990e-21,1.699459902439025560e-01
4.200000000000000178e+00,2.782949463000000081e-21,1.712634390243903404e-01
4.205000000000000071e+00,2.786262498074999797e-21,1.740667390243902102e-01
4.209999999999999964e+00,2.789575533149999888e-21,1.754039481707316828e-01
4.214999999999999858e+00,2.792888568224999603e-21,1.755241640243900836e-01
4.219999999999999751e+00,2.796201603299999695e-21,1.764063256097561094e-01
4.224999999999999645e+00,2.799514638374999410e-21,1.767422414634146344e-01
4.230000000000000426e+00,2.802827673450000254e-21,1.771065780487806884e-01
4.235000000000000320e+00,2.806140708524999969e-21,1.782333536585366252e-01
4.240000000000000213e+00,2.809453743600000061e-21,1.799611829268294161e-01
4.245000000000000107e+00,2.812766778674999776e-21,1.819912414634148601e-01
4.250000000000000000e+00,2.816079813749999867e-21,1.837982853658537419e-01
4.254999999999999893e+00,2.819392848824999583e-21,1.857758335365853331e-01
4.259999999999999787e+00,2.822705883899999674e-21,1.877618128048781088e-01
4.264999999999999680e+00,2.826018918974999765e-21,1.900120823170730611e-01
4.270000000000000462e+00,2.829331954050000233e-21,1.929563237804879094e-01
4.275000000000000355e+00,2.832644989124999948e-21,1.967235451219514486e-01
4.280000000000000249e+00,2.835958024200000040e-21,2.004234890243901945e-01
4.285000000000000142e+00,2.839271059274999755e-21,2.042270621951220444e-01
4.290000000000000036e+00,2.842584094349999847e-21,2.054867768292682473e-01
4.294999999999999929e+00,2.845897129424999562e-21,1.924150280487821607e-01
4.299999999999999822e+00,2.849210164499999653e-21,1.899331423312883571e-01
4.304999999999999716e+00,2.852523199574999745e-21,1.905590963414633132e-01
4.310000000000000497e+00,2.855836234650000212e-21,1.912256835365854224e-01
4.315000000000000391e+00,2.859149269724999928e-21,1.911023902439023814e-01
4.320000000000000284e+00,2.862462304800000019e-21,1.906641756097560980e-01
4.325000000000000178e+00,2.865775339874999734e-21,1.910577564417177965e-01
4.330000000000000071e+00,2.869088374949999826e-21,1.918257463414634045e-01
4.334999999999999964e+00,2.872401410024999917e-21,1.932645000000002833e-01
4.339999999999999858e+00,2.875714445099999633e-21,1.957956195121949849e-01
4.344999999999999751e+00,2.879027480174999724e-21,1.997183268292680169e-01
4.350000000000000533e+00,2.882340515250000192e-21,2.053153552147246041e-01
4.355000000000000426e+00,2.885653550324999907e-21,2.123787786585364656e-01
4.360000000000000320e+00,2.888966585399999998e-21,2.206252292682935323e-01
4.365000000000000213e+00,2.892279620475000090e-21,2.323485530487818251e-01
4.370000000000000107e+00,2.895592655549999805e-21,2.341279597560975700e-01
4.375000000000000000e+00,2.898905690624999897e-21,2.358067042944785030e-01
4.379999999999999893e+00,2.902218725699999612e-21,2.358484731707315984e-01
4.384999999999999787e+00,2.905531760774999703e-21,2.371948731707315405e-01
4.389999999999999680e+00,2.908844795849999419e-21,2.412661963414632627e-01
4.395000000000000462e+00,2.912157830925000262e-21,2.440149841463416236e-01
4.400000000000000355e+00,2.915470865999999978e-21,2.436132670731706307e-01
4.405000000000000249e+00,2.918783901075000069e-21,2.423975634146342539e-01
4.410000000000000142e+00,2.922096936149999784e-21,2.439570390243900877e-01
4.415000000000000036e+00,2.925409971224999876e-21,2.462778036585368258e-01
4.419999999999999929e+00,2.928723006299999591e-21,2.499049158536585102e-01
4.424999999999999822e+00,2.932036041374999683e-21,2.567905902439028276e-01
4.429999999999999716e+00,2.935349076449999774e-21,2.630598097560974402e-01
4.435000000000000497e+00,2.938662111525000242e-21,2.695504829268301483e-01
4.440000000000000391e+00,2.941975146599999957e-21,2.774572634146345029e-01
4.445000000000000284e+00,2.945288181675000048e-21,2.835943121951224333e-01
4.450000000000000178e+00,2.948601216749999764e-21,2.867483030487804618e-01
4.455000000000000071e+00,2.951914251824999855e-21,2.903630548780490872e-01
4.459999999999999964e+00,2.955227286899999947e-21,2.913562231707317318e-01
4.464999999999999858e+00,2.958540321974999662e-21,2.928651798780484983e-01
4.469999999999999751e+00,2.961853357049999753e-21,2.978875493902440885e-01
4.475000000000000533e+00,2.965166392125000221e-21,3.052031597560981302e-01
4.480000000000000426e+00,2.968479427199999936e-21,3.140173365853662912e-01
4.485000000000000320e+00,2.971792462275000028e-21,3.202078536585369339e-01
4.490000000000000213e+00,2.975105497349999743e-21,3.304643414634141352e-01
4.495000000000000107e+00,2.978418532424999834e-21,3.411941292682937332e-01
4.500000000000000000e+00,2.981731567499999926e-21,3.496127225609751421e-01
4.504999999999999893e+00,2.985044602574999641e-21,3.639892890243899282e-01
4.509999999999999787e+00,2.988357637649999733e-21,3.882126298780497198e-01
4.514999999999999680e+00,2.991670672724999448e-21,4.188471371951159594e-01
4.520000000000000462e+00,2.994983707799999915e-21,4.572042591463422734e-01
4.525000000000000355e+00,2.998296742875000007e-21,4.823949292682938594e-01
4.530000000000000249e+00,3.001609777950000098e-21,5.052306804878071711e-01
4.535000000000000142e+00,3.004922813024999814e-21,5.642679536585384348e-01
4.540000000000000036e+00,3.008235848099999905e-21,5.565114804877987487e-01
4.544999999999999929e+00,3.011548883174999620e-21,5.223098292682942789e-01
4.549999999999999822e+00,3.014861918249999712e-21,5.013622390243922533e-01
4.554999999999999716e+00,3.018174953324999427e-21,4.117655536585446141e-01
4.560000000000000497e+00,3.021487988400000271e-21,3.675572896341255391e-01
4.565000000000000391e+00,3.024801023474999986e-21,3.228608457317048153e-01
4.570000000000000284e+00,3.028114058550000078e-21,2.865618762195111247e-01
4.575000000000000178e+00,3.031427093624999793e-21,2.650548548780481961e-01
4.580000000000000071e+00,3.034740128699999884e-21,2.658394573170731467e-01
4.584999999999999964e+00,3.038053163774999600e-21,2.700768170731707163e-01
4.589999999999999858e+00,3.041366198849999691e-21,2.764870182926826292e-01
4.594999999999999751e+00,3.044679233924999783e-21,2.850534756097561351e-01
4.600000000000000533e+00,3.047992269000000250e-21,2.774410073170709423e-01
4.605000000000000426e+00,3.051305304074999965e-21,2.712015920731707941e-01
4.610000000000000320e+00,3.054618339150000057e-21,2.691445701219511988e-01
4.615000000000000213e+00,3.057931374224999772e-21,2.696631585365854566e-01
4.620000000000000107e+00,3.061244409299999864e-21,2.709804730061349809e-01
4.625000000000000000e+00,3.064557444374999955e-21,2.724214024390245181e-01
4.629999999999999893e+00,3.067870479449999670e-21,2.760593097560975484e-01
4.634999999999999787e+00,3.071183514524999762e-21,2.807449634146335637e-01
4.639999999999999680e+00,3.074496549599999477e-21,2.830227634146340043e-01
4.645000000000000462e+00,3.077809584674999945e-21,2.854681981595093010e-01
4.650000000000000355e+00,3.081122619750000036e-21,2.918672859756105131e-01
4.655000000000000249e+00,3.084435654825000128e-21,2.973530890243911706e-01
4.660000000000000142e+00,3.087748689899999843e-21,2.945605957317071755e-01
4.665000000000000036e+00,3.091061724974999934e-21,2.950981030487810353e-01
4.669999999999999929e+00,3.094374760049999650e-21,3.003386349693247803e-01
4.674999999999999822e+00,3.097687795124999741e-21,3.066613743902442679e-01
4.679999999999999716e+00,3.101000830199999456e-21,3.124227926829262203e-01
4.685000000000000497e+00,3.104313865274999924e-21,3.148677000000000281e-01
4.690000000000000391e+00,3.107626900350000015e-21,3.128079597560976532e-01
4.695000000000000284e+00,3.110939935425000107e-21,3.104001484662576305e-01
4.700000000000000178e+00,3.114252970499999822e-21,3.146301634146341231e-01
4.705000000000000071e+00,3.117566005574999914e-21,3.180596500000006932e-01
4.709999999999999964e+00,3.120879040649999629e-21,3.230939152439034068e-01
4.714999999999999858e+00,3.124192075724999720e-21,3.081325225609761187e-01
4.719999999999999751e+00,3.127505110799999436e-21,3.035760926829262907e-01
4.725000000000000533e+00,3.130818145875000279e-21,3.074864243902427074e-01
4.730000000000000426e+00,3.134131180949999995e-21,2.851168219512180690e-01
4.735000000000000320e+00,3.137444216025000086e-21,2.280604951219435128e-01
4.740000000000000213e+00,3.140757251099999802e-21,1.791146000000020388e-01
4.745000000000000107e+00,3.144070286174999893e-21,1.471820239263788299e-01
4.750000000000000000e+00,3.147383321249999608e-21,1.225116128048788500e-01
4.754999999999999893e+00,3.150696356324999700e-21,1.100329731707305053e-01
4.759999999999999787e+00,3.154009391399999791e-21,9.997414018292630211e-02
4.764999999999999680e+00,3.157322426474999506e-21,8.869531963414599429e-02
4.770000000000000462e+00,3.160635461549999974e-21,6.359068877300422251e-02
4.775000000000000355e+00,3.163948496625000066e-21,3.846748207316869062e-02
4.780000000000000249e+00,3.167261531699999781e-21,1.753513634146385350e-02
4.785000000000000142e+00,3.170574566774999872e-21,1.910276780487813256e-02
4.790000000000000036e+00,3.173887601849999964e-21,2.173061719512211012e-02
4.794999999999999929e+00,3.177200636924999679e-21,2.401366159509205414e-02
4.799999999999999822e+00,3.180513671999999770e-21,2.668330451219489904e-02
4.804999999999999716e+00,3.183826707074999486e-21,2.973651859756069882e-02
4.810000000000000497e+00,3.187139742149999953e-21,3.443513731707233128e-02
4.815000000000000391e+00,3.190452777225000045e-21,3.056758548780488458e-02
4.820000000000000284e+00,3.193765812300000136e-21,3.068169585365855545e-02
4.825000000000000178e+00,3.197078847374999852e-21,3.082650268292683876e-02
4.830000000000000071e+00,3.200391882449999943e-21,3.100219756097560841e-02
4.834999999999999964e+00,3.203704917524999658e-21,3.458996560975603068e-02
4.839999999999999858e+00,3.207017952599999750e-21,3.766634439024347386e-02
4.844999999999999751e+00,3.210330987674999465e-21,3.163058048780507253e-02
4.850000000000000533e+00,3.213644022750000309e-21,2.740754384146197598e-02
4.855000000000000426e+00,3.216957057825000024e-21,2.345437213414557076e-02
4.860000000000000320e+00,3.220270092900000116e-21,2.020944512195122986e-02
4.865000000000000213e+00,3.223583127974999831e-21,2.030783158536586183e-02
4.870000000000000107e+00,3.226896163049999922e-21,2.041524573170732867e-02
4.875000000000000000e+00,3.230209198124999638e-21,2.052196597560975236e-02
4.879999999999999893e+00,3.233522233199999729e-21,2.061749085365853495e-02
4.884999999999999787e+00,3.236835268274999444e-21,2.069797817073169149e-02
4.889999999999999680e+00,3.240148303349999536e-21,2.076241097560975121e-02
4.895000000000000462e+00,3.243461338425000003e-21,2.080393774390243769e-02
4.900000000000000355e+00,3.246774373500000095e-21,2.084025317073171651e-02
4.905000000000000249e+00,3.250087408574999810e-21,2.088395286585366037e-02
4.910000000000000142e+00,3.253400443649999902e-21,2.093201896341463294e-02
4.915000000000000036e+00,3.256713478724999617e-21,2.098441000000000542e-02
4.919999999999999929e+00,3.260026513799999708e-21,2.104120292682926455e-02
4.924999999999999822e+00,3.263339548874999800e-21,2.110216317073171019e-02
4.929999999999999716e+00,3.266652583949999515e-21,2.116740268292682803e-02
4.935000000000000497e+00,3.269965619024999983e-21,2.121781219512195241e-02
4.940000000000000391e+00,3.273278654100000074e-21,2.127840170731708225e-02
4.945000000000000284e+00,3.276591689174999789e-21,2.137108012195122059e-02
4.950000000000000178e+00,3.279904724249999881e-21,2.148985524390244900e-02
4.955000000000000071e+00,3.283217759324999972e-21,2.162784841463416194e-02
4.959999999999999964e+00,3.286530794399999688e-21,2.177369664634145816e-02
4.964999999999999858e+00,3.289843829474999779e-21,2.711419420731601276e-02
4.969999999999999751e+00,3.293156864549999494e-21,2.642547585365935189e-02
4.975000000000000533e+00,3.296469899624999962e-21,2.209574670731707588e-02
4.980000000000000426e+00,3.299782934700000053e-21,2.201051426829267119e-02
4.985000000000000320e+00,3.303095969775000145e-21,2.192181939024388793e-02
4.990000000000000213e+00,3.306409004849999860e-21,2.182901121951219894e-02
4.995000000000000107e+00,3.309722039924999952e-21,2.170616280487804375e-02
5.000000000000000000e+00,3.313035074999999667e-21,2.156884152439024829e-02
5.004999999999999893e+00,3.316348110074999758e-21,2.153189573170731855e-02
5.009999999999999787e+00,3.319661145149999474e-21,2.154176524390243389e-02
5.014999999999999680e+00,3.322974180224999565e-21,2.159893147239263372e-02
5.020000000000000462e+00,3.326287215300000033e-21,2.168125634146342642e-02
5.025000000000000355e+00,3.329600250375000124e-21,2.176852195121951883e-02
5.030000000000000249e+00,3.332913285449999839e-21,2.186037975609756573e-02
5.035000000000000142e+00,3.336226320524999931e-21,2.195670512195123034e-02
5.040000000000000036e+00,3.339539355599999646e-21,2.205639779141104276e-02
5.044999999999999929e+00,3.342852390674999738e-21,2.215899567073171053e-02
5.049999999999999822e+00,3.346165425749999453e-21,2.226433542682925565e-02
5.054999999999999716e+00,3.349478460824999544e-21,2.237257762195120347e-02
5.060000000000000497e+00,3.352791495900000012e-21,2.248383579268294075e-02
5.065000000000000391e+00,3.356104530975000103e-21,2.259827423312883721e-02
5.070000000000000284e+00,3.359417566049999819e-21,2.271575256097561543e-02
5.075000000000000178e+00,3.362730601124999910e-21,2.284352841463415523e-02
5.080000000000000071e+00,3.366043636199999625e-21,2.299937487804875821e-02
5.084999999999999964e+00,3.369356671274999717e-21,2.315961304878048910e-02
5.089999999999999858e+00,3.372669706349999808e-21,2.331907337423312632e-02
5.094999999999999751e+00,3.375982741424999524e-21,2.348469981707317425e-02
5.100000000000000533e+00,3.379295776499999991e-21,2.365748975609757374e-02
5.105000000000000426e+00,3.382608811575000083e-21,2.383862018292684862e-02
5.110000000000000320e+00,3.385921846649999798e-21,2.402790219512193973e-02
5.115000000000000213e+00,3.389234881724999889e-21,2.422327707317074863e-02
5.120000000000000107e+00,3.392547916799999605e-21,2.442303097560972330e-02
5.125000000000000000e+00,3.395860951875000072e-21,2.462760731707320724e-02
5.129999999999999893e+00,3.399173986949999788e-21,2.483344121951220132e-02
5.134999999999999787e+00,3.402487022024999503e-21,2.581073170731552555e-02
5.139999999999999680e+00,3.405800057099999218e-21,2.860052804878039992e-02
5.145000000000000462e+00,3.409113092174999686e-21,2.804747512195132284e-02
5.150000000000000355e+00,3.412426127250000153e-21,2.706324176829259798e-02
5.155000000000000249e+00,3.415739162324999869e-21,2.690725024390243358e-02
5.160000000000000142e+00,3.419052197399999584e-21,2.694125341463413092e-02
5.165000000000000036e+00,3.422365232475000052e-21,2.723907707317076501e-02
5.169999999999999929e+00,3.425678267549999767e-21,2.759447121951219897e-02
5.174999999999999822e+00,3.428991302624999482e-21,2.795451170731705348e-02
5.179999999999999716e+00,3.432304337699999197e-21,2.831918853658531993e-02
5.185000000000000497e+00,3.435617372775000417e-21,2.788736073170716354e-02
5.190000000000000391e+00,3.438930407850000133e-21,2.776189182926829674e-02
5.195000000000000284e+00,3.442243442924999848e-21,2.781900091463414618e-02
5.200000000000000178e+00,3.445556477999999563e-21,2.788185420731707082e-02
5.205000000000000071e+00,3.448869513075000031e-21,2.794896060975610164e-02
5.209999999999999964e+00,3.452182548149999746e-21,2.805122365853658997e-02
5.214999999999999858e+00,3.455495583224999461e-21,2.819094878048778591e-02
5.219999999999999751e+00,3.458808618299999929e-21,2.833285292682927170e-02
5.225000000000000533e+00,3.462121653375000397e-21,2.848117658536588118e-02
5.230000000000000426e+00,3.465434688450000112e-21,2.863695219512196743e-02
5.235000000000000320e+00,3.468747723524999827e-21,2.880040804878049310e-02
5.240000000000000213e+00,3.472060758599999543e-21,2.897003457317074912e-02
5.245000000000000107e+00,3.475373793675000010e-21,2.914365676829268337e-02
5.250000000000000000e+00,3.478686828749999725e-21,2.932160554878047651e-02
5.254999999999999893e+00,3.481999863824999441e-21,2.950388091463414242e-02
5.259999999999999787e+00,3.485312898899999908e-21,2.968848719512195630e-02
5.264999999999999680e+00,3.488625933974999624e-21,2.989133073170733429e-02
5.270000000000000462e+00,3.491938969050000091e-21,3.009380512195123508e-02
