delta_over_Delta0,q_ell0,gap_over_kBTc,current_uA
0.2,1.1700000000000002,0.2163170530145451,1.791001622713953
0.2,1.185,0.2106989802142028,1.7001115681512957
0.2,1.2000000000000002,0.2053122648783401,1.6154120363793036
0.2,1.215,0.2001323095178001,1.5362108393379277
0.2,1.2300000000000002,0.19513751816055855,1.4619131416291848
0.2,1.245,0.19030875738920514,1.3920041919965855
0.2,1.26,0.1856289218958167,1.3260356201141357
0.2,1.2750000000000001,0.18108257920422982,1.2636144477820213
0.2,1.29,0.1766556746316084,1.2043941886122047
0.2,1.3050000000000002,0.17233528206123247,1.1480675693485318
0.2,1.32,0.16810938932945407,1.0943605209719494
0.2,1.3350000000000002,0.16396670913745134,1.0430271686540222
0.2,1.35,0.1598965080381096,0.9938456122383234
0.2,1.3650000000000002,0.15588844687107709,0.9466143313970047
0.2,1.3800000000000001,0.15193242652894423,0.9011490829410315
0.2,1.395,0.14801843293140923,0.8572801810936791
0.2,1.4100000000000001,0.1441363745770001,0.8148500675739744
0.2,1.425,0.14027590497333034,0.7737110887161603
0.2,1.4400000000000002,0.13642622038654098,0.7337234014209162
0.2,1.455,0.13257582036899987,0.6947529282948044
0.2,1.4700000000000002,0.12871221387646997,0.6566692739474679
0.2,1.485,0.12482154649724807,0.619343496359877
0.2,1.5000000000000002,0.12088811275502372,0.5826455951866318
0.2,1.5150000000000001,0.11689369867326774,0.5464415244459607
0.2,1.53,0.11281666842000072,0.5105894453554464
0.2,1.5450000000000002,0.10863065455742363,0.4749347777964591
0.2,1.56,0.10430261343839338,0.43930333062202537
0.2,1.5750000000000002,0.09978982144790009,0.40349127722116945
0.2,1.59,0.0950350136203894,0.3672497417018129
0.2,1.6050000000000002,0.08995805592722483,0.3302596761770978
0.2,1.62,0.08444062031779867,0.29208798537874786
0.2,1.6350000000000002,0.07829520067757473,0.25210392763814626
0.2,1.6500000000000001,0.07119373161036355,0.20929997398413036
0.2,1.665,0.0624673674594853,0.16183564634680978
0.2,1.6800000000000002,0.050313118546064954,0.10548312591403292
0.2,1.695,0.023357504083305957,0.022864493544417552
0.2,1.7100000000000002,0.0,0.0
0.2,1.725,0.0,0.0
0.2,1.7400000000000002,0.0,0.0
0.2,1.7550000000000001,0.0,0.0
0.2,1.7700000000000002,0.0,0.0
0.2,1.7850000000000001,0.0,0.0
0.2,1.8,0.0,0.0
