nu_THz,alpha2F,phdos_as_supplied,cumulative_modes
1.480739999999999945e+00,2.138626000000000029e-06,1.406988000000000075e-03,5.758468646596057172e-04
1.481959999999999944e+00,2.297093999999999830e-06,1.410130000000000107e-03,5.775653066396056788e-04
1.483600000000000030e+00,2.510179999999999995e-06,1.414380000000000021e-03,5.798814048396058220e-04
1.485239999999999894e+00,2.723266999999999976e-06,1.418655999999999910e-03,5.822044943596056720e-04
1.486879999999999979e+00,2.936353000000000141e-06,1.422957999999999992e-03,5.845346178396058088e-04
1.488520000000000065e+00,3.149440000000000122e-06,1.427286000000000049e-03,5.868718179196059448e-04
1.490159999999999929e+00,3.362527000000000103e-06,1.431640000000000083e-03,5.892161372396057927e-04
1.490744999999999987e+00,3.438584999999999791e-06,1.433213000000000022e-03,5.900541067421058352e-04
1.491789999999999949e+00,3.645374999999999805e-06,1.436020000000000092e-03,5.915532809846057874e-04
1.493430000000000035e+00,3.970022999999999682e-06,1.440443999999999926e-03,5.939119814646059026e-04
1.495069999999999899e+00,4.294670000000000167e-06,1.444907999999999956e-03,5.962779701046056792e-04
1.496709999999999985e+00,4.619318000000000045e-06,1.449388000000000022e-03,5.986512928246057750e-04
1.498350000000000071e+00,4.943965999999999922e-06,1.453883999999999906e-03,6.010319758646059463e-04
1.499989999999999934e+00,5.268613999999999799e-06,1.458394000000000010e-03,6.034200438246057480e-04
1.500750000000000028e+00,5.419135000000000251e-06,1.460492999999999991e-03,6.045292208846058789e-04
1.501630000000000020e+00,5.678671999999999592e-06,1.462919999999999932e-03,6.058155226046058571e-04
1.503270000000000106e+00,6.162562000000000308e-06,1.467462000000000107e-03,6.082184358446059537e-04
1.504909999999999970e+00,6.646452000000000176e-06,1.472016000000000036e-03,6.106288078046057544e-04
1.506550000000000056e+00,7.130342000000000044e-06,1.476583999999999969e-03,6.130466598046059286e-04
1.508189999999999920e+00,7.614231999999999912e-06,1.481165999999999906e-03,6.154720148046057210e-04
1.509830000000000005e+00,8.098121999999999780e-06,1.485760000000000032e-03,6.179048941246058010e-04
1.510755000000000070e+00,8.371159999999999317e-06,1.488359999999999987e-03,6.192804246246059238e-04
1.511470000000000091e+00,8.678564999999999468e-06,1.490367999999999945e-03,6.203453198846059025e-04
1.513109999999999955e+00,9.384036000000000425e-06,1.494988999999999953e-03,6.227933126246057395e-04
1.514750000000000041e+00,1.008950999999999956e-05,1.499623999999999966e-03,6.252488952846059055e-04
1.516380000000000061e+00,1.079068000000000017e-05,1.504270999999999950e-03,6.276970697096059034e-04
1.518019999999999925e+00,1.149615000000000004e-05,1.508933000000000062e-03,6.301678969896056925e-04
1.519660000000000011e+00,1.220161999999999991e-05,1.513606999999999930e-03,6.326463797896058521e-04
1.520759999999999890e+00,1.267496000000000036e-05,1.516751999999999901e-03,6.343130772396056178e-04
1.521300000000000097e+00,1.300590999999999928e-05,1.518295000000000018e-03,6.351325399296059654e-04
1.522939999999999960e+00,1.401173000000000044e-05,1.522995999999999985e-03,6.376263985496057225e-04
1.524580000000000046e+00,1.501754999999999990e-05,1.527710000000000049e-03,6.401279774696058992e-04
1.526219999999999910e+00,1.602336000000000035e-05,1.532436999999999992e-03,6.426372980096056470e-04
1.527859999999999996e+00,1.702918000000000151e-05,1.537177999999999939e-03,6.451543823096057362e-04
1.529500000000000082e+00,1.803498999999999857e-05,1.541931999999999981e-03,6.476792525096058527e-04
1.530764999999999931e+00,1.881106000000000078e-05,1.545610999999999903e-03,6.496321234571055718e-04
1.531139999999999946e+00,1.913131999999999897e-05,1.546700000000000028e-03,6.502119317696056309e-04
1.532780000000000031e+00,2.053335999999999952e-05,1.551480999999999954e-03,6.527524401896057276e-04
1.534419999999999895e+00,2.193538999999999938e-05,1.556274999999999976e-03,6.553008001096055678e-04
1.536059999999999981e+00,2.333742999999999994e-05,1.561082000000000095e-03,6.578570328496057126e-04
1.537700000000000067e+00,2.473947000000000049e-05,1.565903000000000000e-03,6.604211605496058480e-04
1.539339999999999931e+00,2.614151000000000105e-05,1.570736000000000094e-03,6.629932045296056675e-04
1.540769999999999973e+00,2.736435000000000169e-05,1.574990000000000070e-03,6.652423986196057733e-04
1.540969999999999951e+00,2.759684999999999989e-05,1.575584000000000099e-03,6.655574560196057549e-04
1.542610000000000037e+00,2.950706000000000138e-05,1.580444000000000076e-03,6.681453989796058441e-04
1.544249999999999901e+00,3.141725999999999877e-05,1.585318000000000057e-03,6.707413238196056589e-04
1.545889999999999986e+00,3.332747000000000026e-05,1.590204999999999917e-03,6.733452526796057528e-04
1.547530000000000072e+00,3.523767000000000105e-05,1.595106999999999905e-03,6.759572085196059125e-04
1.549169999999999936e+00,3.714788000000000253e-05,1.600028000000000084e-03,6.785772192196056624e-04
1.550775000000000015e+00,3.901777000000000234e-05,1.604863999999999900e-03,6.811491450496058239e-04
1.550810000000000022e+00,3.907144000000000280e-05,1.604968999999999927e-03,6.812053171271058739e-04
1.552450000000000108e+00,4.161436999999999710e-05,1.609928999999999961e-03,6.838415334871059733e-04
1.554089999999999971e+00,4.415730999999999888e-05,1.614909000000000093e-03,6.864859006471057479e-04
1.555730000000000057e+00,4.670023999999999996e-05,1.619909000000000106e-03,6.891384514071058690e-04
1.557369999999999921e+00,4.924317000000000104e-05,1.624929000000000000e-03,6.917992185671055982e-04
1.559010000000000007e+00,5.178611000000000282e-05,1.629968000000000085e-03,6.944682341071057230e-04
1.560650000000000093e+00,5.432903999999999712e-05,1.635027000000000051e-03,6.971455300071058379e-04
1.560780000000000056e+00,5.453121999999999863e-05,1.635430000000000000e-03,6.973581097121057471e-04
1.562289999999999957e+00,5.757472999999999823e-05,1.640104999999999992e-03,6.998311386371056358e-04
1.563930000000000042e+00,6.088111000000000298e-05,1.645203999999999937e-03,7.025250920171058084e-04
1.565560000000000063e+00,6.416733999999999405e-05,1.650322000000000074e-03,7.052109457071058934e-04
1.567199999999999926e+00,6.747373000000000628e-05,1.655458999999999967e-03,7.079216861271056798e-04
1.568840000000000012e+00,7.078011000000000426e-05,1.660617000000000083e-03,7.106408684471057996e-04
1.570480000000000098e+00,7.408650000000000294e-05,1.665793999999999955e-03,7.133685254671059484e-04
1.570785000000000098e+00,7.470220000000000451e-05,1.666762000000000018e-03,7.138767402571059460e-04
1.572119999999999962e+00,7.811758999999999825e-05,1.670990999999999926e-03,7.161046903846056714e-04
1.573760000000000048e+00,8.231451999999999400e-05,1.676207000000000088e-03,7.188493927446058546e-04
1.575399999999999912e+00,8.651145000000000330e-05,1.681442999999999913e-03,7.216026657446056097e-04
1.577039999999999997e+00,9.070836999999999835e-05,1.686699000000000054e-03,7.243645421846057163e-04
1.578680000000000083e+00,9.490529999999999409e-05,1.691975000000000076e-03,7.271350548646058698e-04
1.580319999999999947e+00,9.910223000000000339e-05,1.697270000000000072e-03,7.299142357646056650e-04
1.580789999999999917e+00,1.003059999999999981e-04,1.698794999999999906e-03,7.307123110396056449e-04
1.581960000000000033e+00,1.040129999999999950e-04,1.702584999999999949e-03,7.327021183396058073e-04
1.583599999999999897e+00,1.092107999999999946e-04,1.707919999999999924e-03,7.354987324396056137e-04
1.585239999999999982e+00,1.144085999999999942e-04,1.713274000000000090e-03,7.383041115196057897e-04
1.586880000000000068e+00,1.196063999999999938e-04,1.718647999999999921e-03,7.411182875596059299e-04
1.588519999999999932e+00,1.248041999999999934e-04,1.724042000000000066e-03,7.439412933596057298e-04
1.590149999999999952e+00,1.299702999999999980e-04,1.729456000000000092e-03,7.467558942296057163e-04
1.590794999999999959e+00,1.320158000000000041e-04,1.731593999999999928e-03,7.478720828546056749e-04
1.591790000000000038e+00,1.358223000000000091e-04,1.734889000000000093e-03,7.495966581471057676e-04
1.593429999999999902e+00,1.420988000000000090e-04,1.740341999999999974e-03,7.524463475671055611e-04
1.595069999999999988e+00,1.483752000000000020e-04,1.745814000000000046e-03,7.553049954871056621e-04
1.596710000000000074e+00,1.546517000000000020e-04,1.751306999999999907e-03,7.581726347071057661e-04
1.598349999999999937e+00,1.609282000000000019e-04,1.756818999999999959e-03,7.610492980271055686e-04
1.599990000000000023e+00,1.672047000000000019e-04,1.762349999999999984e-03,7.639350166071057560e-04
1.600800000000000001e+00,1.703061999999999924e-04,1.765094000000000038e-03,7.653636314271057214e-04
1.601630000000000109e+00,1.740409999999999961e-04,1.767902000000000015e-03,7.668298247671058616e-04
1.603269999999999973e+00,1.814240999999999966e-04,1.773473000000000020e-03,7.697337522671055801e-04
1.604910000000000059e+00,1.888071999999999971e-04,1.779063999999999906e-03,7.726468326071057532e-04
1.606549999999999923e+00,1.961902999999999976e-04,1.784655999999999916e-03,7.755690830071054623e-04
1.608190000000000008e+00,2.035733999999999981e-04,1.790085000000000070e-03,7.785003706271056154e-04
1.609830000000000094e+00,2.109564999999999986e-04,1.795525999999999980e-03,7.814405716471057358e-04
1.610805000000000042e+00,2.153477000000000050e-04,1.798768999999999976e-03,7.831927904596056944e-04
1.611469999999999958e+00,2.187723999999999995e-04,1.800979000000000078e-03,7.843897066696055645e-04
1.613110000000000044e+00,2.272235000000000108e-04,1.806443000000000024e-03,7.873477927096057295e-04
1.614740000000000064e+00,2.356229999999999902e-04,1.811920000000000067e-03,7.902967585546057496e-04
1.616379999999999928e+00,2.440739999999999945e-04,1.817407999999999958e-03,7.932728075146054528e-04
1.618020000000000014e+00,2.525251000000000058e-04,1.822908000000000037e-03,7.962578666346056344e-04
1.619660000000000100e+00,2.609760999999999830e-04,1.828420999999999996e-03,7.992519564146057789e-04
1.620810000000000084e+00,2.669042999999999850e-04,1.832295000000000061e-03,8.013568681146057303e-04
1.621299999999999963e+00,2.697102999999999849e-04,1.833945000000000020e-03,8.022550969146055545e-04
1.622940000000000049e+00,2.791099000000000227e-04,1.839480000000000108e-03,8.052673054146057422e-04
1.624579999999999913e+00,2.885094000000000265e-04,1.845028000000000076e-03,8.082886019746054682e-04
1.626219999999999999e+00,2.979088999999999761e-04,1.850588000000000016e-03,8.113190070946056263e-04
1.627860000000000085e+00,3.073085000000000139e-04,1.856159000000000021e-03,8.143585396346058247e-04
1.629499999999999948e+00,3.167080000000000177e-04,1.861741999999999998e-03,8.174072184546055629e-04
1.630814999999999904e+00,3.242472000000000149e-04,1.866229999999999972e-03,8.198583600446054812e-04
1.631140000000000034e+00,3.262539000000000172e-04,1.867336999999999947e-03,8.204650646821057399e-04
1.632779999999999898e+00,3.363931000000000234e-04,1.872944000000000084e-03,8.235320951021055276e-04
1.634419999999999984e+00,3.465321999999999955e-04,1.878562999999999978e-03,8.266083308421057164e-04
1.636060000000000070e+00,3.566714000000000017e-04,1.884194000000000060e-03,8.296937915821059068e-04
1.637699999999999934e+00,3.668106000000000079e-04,1.889835999999999990e-03,8.327884961821055984e-04
1.639329999999999954e+00,3.768878999999999936e-04,1.895489999999999892e-03,8.358735368721056892e-04
1.640819999999999945e+00,3.861021999999999978e-04,1.900640000000000098e-03,8.387016537221057095e-04
1.640970000000000040e+00,3.870672000000000132e-04,1.901157000000000107e-03,8.389867884971059396e-04
1.642609999999999904e+00,3.976467999999999821e-04,1.906834999999999954e-03,8.421093419371056482e-04
1.644249999999999989e+00,4.082264000000000053e-04,1.912524999999999989e-03,8.452412171371057612e-04
1.645890000000000075e+00,4.188059999999999743e-04,1.918226000000000089e-03,8.483824329571058864e-04
1.647529999999999939e+00,4.293855999999999975e-04,1.923940000000000069e-03,8.515330090771056244e-04
1.649170000000000025e+00,4.399652000000000207e-04,1.929678999999999900e-03,8.546929766571057701e-04
1.650810000000000111e+00,4.505447999999999897e-04,1.935462999999999897e-03,8.578623930971058988e-04
1.650824999999999987e+00,4.506442000000000043e-04,1.935517000000000097e-03,8.578914254471056624e-04
1.652449999999999974e+00,4.611835000000000001e-04,1.941245999999999987e-03,8.610412953846056624e-04
1.654090000000000060e+00,4.718227000000000185e-04,1.947029000000000077e-03,8.642296808846058540e-04
1.655729999999999924e+00,4.824618999999999826e-04,1.952811000000000043e-03,8.674275496846056005e-04
1.657370000000000010e+00,4.931010999999999467e-04,1.958591999999999885e-03,8.706349001446057846e-04
1.659010000000000096e+00,5.037403000000000193e-04,1.964374000000000068e-03,8.738517322646059725e-04
1.660649999999999959e+00,5.143794999999999834e-04,1.970154999999999910e-03,8.770780460446057306e-04
1.660830000000000028e+00,5.155499000000000019e-04,1.970790999999999949e-03,8.774327311846058476e-04
1.662290000000000045e+00,5.246771000000000117e-04,1.975934999999999844e-03,8.803138411646059319e-04
1.663920000000000066e+00,5.348698000000000471e-04,1.981715000000000212e-03,8.835393259146059842e-04
1.665559999999999929e+00,5.451250999999999623e-04,1.987495000000000147e-03,8.867940781146057064e-04
1.667200000000000015e+00,5.553803999999999859e-04,1.993274000000000174e-03,8.900583086946058965e-04
1.668840000000000101e+00,5.656357000000000095e-04,1.999053000000000201e-03,8.933320168346060202e-04
1.670479999999999965e+00,5.758910000000000331e-04,2.004831999999999795e-03,8.966152025346057521e-04
1.670835000000000070e+00,5.781134999999999529e-04,2.006083999999999992e-03,8.973271401246059927e-04
1.672120000000000051e+00,5.854713000000000538e-04,2.010609999999999915e-03,8.999078660196059912e-04
1.673759999999999915e+00,5.948649000000000514e-04,2.016388000000000034e-03,9.032100043796057213e-04
1.675400000000000000e+00,6.042584000000000150e-04,2.022164999999999813e-03,9.065216178396058415e-04
1.677040000000000086e+00,6.136520000000000126e-04,2.027942000000000026e-03,9.098427055796060340e-04
1.678679999999999950e+00,6.230456000000000102e-04,2.033717999999999897e-03,9.131732667796057645e-04
1.680320000000000036e+00,6.324390999999999737e-04,2.039494000000000203e-03,9.165133006196059078e-04
1.680839999999999890e+00,6.354200000000000386e-04,2.041326999999999899e-03,9.175743140796056331e-04
1.681959999999999900e+00,6.409192999999999878e-04,2.045270000000000074e-03,9.198628083996056347e-04
1.683599999999999985e+00,6.489748999999999518e-04,2.051045000000000038e-03,9.232217866996058524e-04
1.685240000000000071e+00,6.570305000000000242e-04,2.056820000000000002e-03,9.265902359996060645e-04
1.686879999999999935e+00,6.650860999999999882e-04,2.062594000000000059e-03,9.299681554796057365e-04
1.688509999999999955e+00,6.730924999999999799e-04,2.068368000000000116e-03,9.333348895096058029e-04
1.690150000000000041e+00,6.811481000000000523e-04,2.074140999999999832e-03,9.367317468896059355e-04
1.690844999999999931e+00,6.845640000000000275e-04,2.076589000000000212e-03,9.381741255646057574e-04
1.691789999999999905e+00,6.881823999999999927e-04,2.079913999999999982e-03,9.401380732321056857e-04
1.693429999999999991e+00,6.944648999999999787e-04,2.085687000000000131e-03,9.435538660521058680e-04
1.695070000000000077e+00,7.007473000000000391e-04,2.091458999999999940e-03,9.469791257721060828e-04
1.696709999999999940e+00,7.070298000000000251e-04,2.097231000000000182e-03,9.504138515721057955e-04
1.698350000000000026e+00,7.133121999999999770e-04,2.103002999999999990e-03,9.538580434521059821e-04
1.699989999999999890e+00,7.195946000000000373e-04,2.108773999999999892e-03,9.573117005921056742e-04
1.700849999999999973e+00,7.228907000000000345e-04,2.111800999999999956e-03,9.591265478421058055e-04
1.701629999999999976e+00,7.248652999999999867e-04,2.114543999999999885e-03,9.607748223921057634e-04
1.703270000000000062e+00,7.290193000000000150e-04,2.120314999999999787e-03,9.642474067721059066e-04
1.704909999999999926e+00,7.331733000000000434e-04,2.126083999999999873e-03,9.677294539521055783e-04
1.706550000000000011e+00,7.373272999999999633e-04,2.131853999999999867e-03,9.712209631121057618e-04
1.708190000000000097e+00,7.414814000000000257e-04,2.137622999999999954e-03,9.747219342521059151e-04
1.709829999999999961e+00,7.456354000000000540e-04,2.143391000000000133e-03,9.782323657321057280e-04
1.710855000000000015e+00,7.482326999999999555e-04,2.146997999999999789e-03,9.804311900946057791e-04
1.711470000000000047e+00,7.489009999999999504e-04,2.149159999999999786e-03,9.817522586796057459e-04
1.713100000000000067e+00,7.506735000000000491e-04,2.154927000000000058e-03,9.852600895846057479e-04
1.714739999999999931e+00,7.524568999999999615e-04,2.160694999999999803e-03,9.887988996246054301e-04
1.716380000000000017e+00,7.542402999999999825e-04,2.166461000000000168e-03,9.923471675446055539e-04
1.718020000000000103e+00,7.560237000000000034e-04,2.172228000000000006e-03,9.959048925246058014e-04
1.719659999999999966e+00,7.578071000000000243e-04,2.177993999999999937e-03,9.994720745646055223e-04
1.720860000000000056e+00,7.591124999999999999e-04,2.182214000000000029e-03,1.002088199364605707e-03
1.721300000000000052e+00,7.589266999999999585e-04,2.183759999999999868e-03,1.003048713644605740e-03
1.722939999999999916e+00,7.582338000000000315e-04,2.189524999999999891e-03,1.006634807344605406e-03
1.724580000000000002e+00,7.575408999999999962e-04,2.195289999999999915e-03,1.010230355644605544e-03
1.726220000000000088e+00,7.568479999999999609e-04,2.201054000000000031e-03,1.013835357724605837e-03
1.727859999999999951e+00,7.561551000000000340e-04,2.206818000000000148e-03,1.017449812764605532e-03
1.729500000000000037e+00,7.554621999999999987e-04,2.212581999999999830e-03,1.021073720764605714e-03
1.730865000000000098e+00,7.548852999999999466e-04,2.217380000000000132e-03,1.024097169829605745e-03
1.731139999999999901e+00,7.543616000000000384e-04,2.218345000000000039e-03,1.024707082017105265e-03
1.732779999999999987e+00,7.512336000000000100e-04,2.224107999999999814e-03,1.028349893477105469e-03
1.734420000000000073e+00,7.481055999999999817e-04,2.229870000000000116e-03,1.032002155437105641e-03
1.736059999999999937e+00,7.449775999999999534e-04,2.235631999999999984e-03,1.035663867077105246e-03
1.737689999999999957e+00,7.418686000000000074e-04,2.241393999999999852e-03,1.039312643267105299e-03
1.739330000000000043e+00,7.387405999999999790e-04,2.247154999999999812e-03,1.042993253447105405e-03
1.740869999999999918e+00,7.358024999999999809e-04,2.252566000000000117e-03,1.046458038617105067e-03
1.740969999999999906e+00,7.354758999999999559e-04,2.252916000000000207e-03,1.046683312717105107e-03
1.742609999999999992e+00,7.300968000000000128e-04,2.258675999999999826e-03,1.050382818157105311e-03
1.744250000000000078e+00,7.247176000000000355e-04,2.264435999999999879e-03,1.054091769997105412e-03
1.745889999999999942e+00,7.193384999999999840e-04,2.270195000000000025e-03,1.057810167417105093e-03
1.747530000000000028e+00,7.139594000000000409e-04,2.275954000000000171e-03,1.061538009597105337e-03
1.749169999999999892e+00,7.085801999999999552e-04,2.281810000000000001e-03,1.065275376077105081e-03
1.750809999999999977e+00,7.032011000000000121e-04,2.287690000000000209e-03,1.069022366077105246e-03
1.750874999999999959e+00,7.029863999999999818e-04,2.287925000000000115e-03,1.069171073564605199e-03
1.752450000000000063e+00,6.959572000000000458e-04,2.293587000000000143e-03,1.072779014264605389e-03
1.754089999999999927e+00,6.886357999999999976e-04,2.299499999999999895e-03,1.076545345604604980e-03
1.755730000000000013e+00,6.813143999999999494e-04,2.305431000000000147e-03,1.080321389024605254e-03
1.757370000000000099e+00,6.739931000000000437e-04,2.311376999999999876e-03,1.084107171584605418e-03
1.759009999999999962e+00,6.666716999999999956e-04,2.317343999999999828e-03,1.087902722804605198e-03
1.760650000000000048e+00,6.593502999999999474e-04,2.323335000000000157e-03,1.091708079584605444e-03
1.760880000000000001e+00,6.583214999999999683e-04,2.324184999999999880e-03,1.092242544384605316e-03
1.762280000000000069e+00,6.507611999999999858e-04,2.329349999999999997e-03,1.095500018884605371e-03
1.763919999999999932e+00,6.419019999999999674e-04,2.335391000000000029e-03,1.099325106504605003e-03
1.765560000000000018e+00,6.330427999999999489e-04,2.341456000000000006e-03,1.103160121044605277e-03
1.767200000000000104e+00,6.241836000000000389e-04,2.347798999999999806e-03,1.107005310144605409e-03
1.768839999999999968e+00,6.153244000000000205e-04,2.354610000000000036e-03,1.110861285524605141e-03
1.770480000000000054e+00,6.064650999999999679e-04,2.361453999999999810e-03,1.114728458004605322e-03
1.770885000000000042e+00,6.042750000000000378e-04,2.363155000000000030e-03,1.115685191327105358e-03
1.772119999999999918e+00,5.967969000000000052e-04,2.368331999999999903e-03,1.118606884549605074e-03
1.773760000000000003e+00,5.868629000000000423e-04,2.375243999999999880e-03,1.122496616869605264e-03
1.775400000000000089e+00,5.769288000000000454e-04,2.382188999999999834e-03,1.126397711929605448e-03
1.777039999999999953e+00,5.669947999999999742e-04,2.389167000000000200e-03,1.130310223849605123e-03
1.778680000000000039e+00,5.570608000000000113e-04,2.396179000000000017e-03,1.134234207569605407e-03
1.780319999999999903e+00,5.471268000000000485e-04,2.403223999999999812e-03,1.138169718029605031e-03
1.780890000000000084e+00,5.436714999999999734e-04,2.405686000000000196e-03,1.139540257379605560e-03
1.781959999999999988e+00,5.368060999999999493e-04,2.410302000000000017e-03,1.142116810959605336e-03
1.783600000000000074e+00,5.262792000000000078e-04,2.417414000000000108e-03,1.146075538079605483e-03
1.785239999999999938e+00,5.157522000000000321e-04,2.424560000000000083e-03,1.150045956759605066e-03
1.786869999999999958e+00,5.052894999999999739e-04,2.431739000000000036e-03,1.154003840444605203e-03
1.788510000000000044e+00,4.947624999999999983e-04,2.438950999999999966e-03,1.157997806244605386e-03
1.790149999999999908e+00,4.842356000000000026e-04,2.446195999999999874e-03,1.162003626784605115e-03
1.790894999999999904e+00,4.794506999999999936e-04,2.449504999999999825e-03,1.163827275407105198e-03
1.791789999999999994e+00,4.736375999999999933e-04,2.453475000000000100e-03,1.166021358957105517e-03
1.793430000000000080e+00,4.629804000000000168e-04,2.460788000000000211e-03,1.170051054617105620e-03
1.795069999999999943e+00,4.523231999999999860e-04,2.468133999999999866e-03,1.174092770657105250e-03
1.796710000000000029e+00,4.416660000000000095e-04,2.475512999999999932e-03,1.178146561197105421e-03
1.798349999999999893e+00,4.310087999999999788e-04,2.482925999999999883e-03,1.182212481177105081e-03
1.799989999999999979e+00,4.203516000000000023e-04,2.490371999999999812e-03,1.186290585537105348e-03
1.800899999999999945e+00,4.144352999999999926e-04,2.494524000000000134e-03,1.188558713217105316e-03
1.801630000000000065e+00,4.098195000000000223e-04,2.497851000000000151e-03,1.190380930092105544e-03
1.803269999999999929e+00,3.994436000000000189e-04,2.505363999999999942e-03,1.194483566392105182e-03
1.804910000000000014e+00,3.890677000000000154e-04,2.512911000000000051e-03,1.198598551892105304e-03
1.806550000000000100e+00,3.786916999999999779e-04,2.520489999999999797e-03,1.202725940712105627e-03
1.808189999999999964e+00,3.683157999999999745e-04,2.528102999999999861e-03,1.206865786972105212e-03
1.809830000000000050e+00,3.579397999999999911e-04,2.535749999999999810e-03,1.211018146432105494e-03
1.810904999999999987e+00,3.511356000000000199e-04,2.540816999999999902e-03,1.213746801194605374e-03
1.811460000000000070e+00,3.478361999999999817e-04,2.543430000000000170e-03,1.215157679737105490e-03
1.813099999999999934e+00,3.380783999999999851e-04,2.551143999999999981e-03,1.219335230417105094e-03
1.814740000000000020e+00,3.283207000000000226e-04,2.558889999999999863e-03,1.223525458297105390e-03
1.816380000000000106e+00,3.185629000000000260e-04,2.566670999999999970e-03,1.227728418317105543e-03
1.818019999999999969e+00,3.088052000000000093e-04,2.574484000000000147e-03,1.231944165417105152e-03
1.819660000000000055e+00,2.990474000000000127e-04,2.582331000000000210e-03,1.236172753717105447e-03
1.820910000000000029e+00,2.916074000000000162e-04,2.588340000000000172e-03,1.239404423092105344e-03
1.821299999999999919e+00,2.894956999999999869e-04,2.590212000000000157e-03,1.240414240732105053e-03
1.822940000000000005e+00,2.806053999999999883e-04,2.598126000000000081e-03,1.244668677892105287e-03
1.824580000000000091e+00,2.717150999999999898e-04,2.606072999999999983e-03,1.248936121072105436e-03
1.826219999999999954e+00,2.628247000000000114e-04,2.614054000000000204e-03,1.253216625212105100e-03
1.827860000000000040e+00,2.539344000000000128e-04,2.622067999999999968e-03,1.257510245252105394e-03
1.829499999999999904e+00,2.450441000000000142e-04,2.630116000000000051e-03,1.261817036132105050e-03
1.830915000000000070e+00,2.373710000000000013e-04,2.637089999999999920e-03,1.265543584377105566e-03
1.831139999999999990e+00,2.362941999999999983e-04,2.638197000000000111e-03,1.266137054164605388e-03
1.832780000000000076e+00,2.284296000000000059e-04,2.646311000000000149e-03,1.270470350724605714e-03
1.834419999999999940e+00,2.205650000000000134e-04,2.654459000000000072e-03,1.274816982124605397e-03
1.836049999999999960e+00,2.127483999999999907e-04,2.662653000000000068e-03,1.279150428404605359e-03
1.837690000000000046e+00,2.048837999999999983e-04,2.670900999999999831e-03,1.283523942684605679e-03
1.839329999999999909e+00,1.970193000000000129e-04,2.679196000000000008e-03,1.287911022224605276e-03
1.840919999999999890e+00,1.893922999999999993e-04,2.687249000000000061e-03,1.292177345999605308e-03
1.840969999999999995e+00,1.891879000000000119e-04,2.687499999999999785e-03,1.292311714724605652e-03
1.842610000000000081e+00,1.824220000000000095e-04,2.695805999999999810e-03,1.296726025644605795e-03
1.844249999999999945e+00,1.756561000000000071e-04,2.704114999999999991e-03,1.301153960864605535e-03
1.845890000000000031e+00,1.688902000000000046e-04,2.712426999999999894e-03,1.305595525304605693e-03
1.847529999999999895e+00,1.621243000000000022e-04,2.720741999999999952e-03,1.310050723884605356e-03
1.849169999999999980e+00,1.553583999999999998e-04,2.729060000000000166e-03,1.314519561524605563e-03
1.850810000000000066e+00,1.485924999999999974e-04,2.737380000000000195e-03,1.319002042324605734e-03
1.850924999999999931e+00,1.481161999999999898e-04,2.737966000000000098e-03,1.319316874719605407e-03
1.852449999999999930e+00,1.428475999999999975e-04,2.745702999999999946e-03,1.323498172332105392e-03
1.854090000000000016e+00,1.371799000000000044e-04,2.754028999999999852e-03,1.328007952572105585e-03
1.855730000000000102e+00,1.315122999999999911e-04,2.762357999999999914e-03,1.332531389912105721e-03
1.857369999999999965e+00,1.258445999999999979e-04,2.770690000000000132e-03,1.337068489272105320e-03
1.859010000000000051e+00,1.201769999999999981e-04,2.779024000000000164e-03,1.341619254752105537e-03
1.860640000000000072e+00,1.145438999999999995e-04,2.787360999999999919e-03,1.346155858527105665e-03
1.860929999999999973e+00,1.135400999999999940e-04,2.788838000000000081e-03,1.346964407382105454e-03
1.862279999999999935e+00,1.097323999999999999e-04,2.795700999999999829e-03,1.350733971207105418e-03
1.863920000000000021e+00,1.051050999999999976e-04,2.804043999999999894e-03,1.355325762107105611e-03
1.865560000000000107e+00,1.004777999999999954e-04,2.812389000000000208e-03,1.359931237167105820e-03
1.867199999999999971e+00,9.585050999999999381e-05,2.820738000000000151e-03,1.364550401307105349e-03
1.868840000000000057e+00,9.122323000000000649e-05,2.829088999999999909e-03,1.369183259447105672e-03
1.870479999999999920e+00,8.659594000000000492e-05,2.837442999999999823e-03,1.373829815687105339e-03
1.870935000000000015e+00,8.531083999999999922e-05,2.839763999999999830e-03,1.375121380279605530e-03
1.872120000000000006e+00,8.264934999999999838e-05,2.845799999999999892e-03,1.378490076949605552e-03
1.873760000000000092e+00,7.896449000000000534e-05,2.854159000000000210e-03,1.383164043329605840e-03
1.875399999999999956e+00,7.527962999999999875e-05,2.862522000000000157e-03,1.387851721749605452e-03
1.877040000000000042e+00,7.159477000000000571e-05,2.870886999999999918e-03,1.392553117129605644e-03
1.878679999999999906e+00,6.790990999999999911e-05,2.879254999999999835e-03,1.397268233569605184e-03
1.880319999999999991e+00,6.422505000000000607e-05,2.887625999999999908e-03,1.401997075989605329e-03
1.880940000000000056e+00,6.283094000000000461e-05,2.890793999999999916e-03,1.403788386189605466e-03
1.881960000000000077e+00,6.105064999999999797e-05,2.895998999999999796e-03,1.406739650619605450e-03
1.883599999999999941e+00,5.818689999999999681e-05,2.904376000000000180e-03,1.411495958119604946e-03
1.885229999999999961e+00,5.534060999999999733e-05,2.912754999999999945e-03,1.416236919884605091e-03
1.886870000000000047e+00,5.247686999999999686e-05,2.921136999999999866e-03,1.421020711324605390e-03
1.888509999999999911e+00,4.961312000000000247e-05,2.929521999999999942e-03,1.425818251704604996e-03
1.890149999999999997e+00,4.674937000000000130e-05,2.938071999999999906e-03,1.430629678784605232e-03
