delta_over_Delta0,r_over_ell0,a_over_kBTc,q_delta_ell0,force_dimensionless,energy_excess_density,current_moment_dimensionless
0.05,0.0004212210930666516,0.0007429821298230196,0.1684764515237487,0.000499903879510208,6.407172568512001,0.0020585741684070635
0.05,0.0004253335271532949,0.0007502359561864645,0.17012107085873035,0.0005177488235216306,6.407172525042578,0.002078672282843338
0.05,0.000429486111447027,0.0007575606025359925,0.17178173980025643,0.000536083750789342,6.407172480786139,0.0020989666176623317
0.05,0.00043367923793933004,0.000764956760295204,0.17345861483512975,0.0005549198718720804,6.407172435729539,0.0021194590885893596
0.05,0.00043791330244874666,0.000772425127638129,0.17515185397181687,0.000574268580029186,6.407172389859452,0.0021401516300532863
0.05,0.00044218870465824564,0.0007799664095551356,0.17686161675512405,0.0005941414510135131,6.407172343162369,0.002161046195369149
0.05,0.00044650584815295063,0.0007875813179194769,0.1785880642810097,0.0006145502426880716,6.4071722956245925,0.002182144756922545
0.05,0.000450865140458237,0.0007952705715544885,0.18033135921153592,0.0006355068944583806,6.407172247232233,0.0022034493063558228
0.05,0.0004552669930782008,0.0008030348963014421,0.18209166578996105,0.0006570235265123232,6.407172197971223,0.002224961854756096
0.05,0.00045971182153450494,0.0008108750250880639,0.18386914985597294,0.0006791124388592325,6.407172147827288,0.002246684432845088
0.05,0.0004642000454056021,0.0008187916979977177,0.18566397886106578,0.00070178611015976,6.407172096785981,0.0022686190911708343
0.05,0.0004687320883663407,0.0008267856623392647,0.1874763218840596,0.0007250571963379765,6.407172044832643,0.0022907679003012463
0.05,0.00047330837822796027,0.0008348576727176082,0.18930634964676626,0.000748938528967161,6.40717199195243,0.0023131329510195807
0.05,0.0004779293469784747,0.0008430084911049236,0.19115423452980077,0.000773443113420455,6.4071719381303,0.002335716354521803
0.05,0.0004825954308234507,0.0008512388869125856,0.19302015058854105,0.0007985841267776788,6.407171883351013,0.0023585202426158907
0.05,0.000487307070227184,0.0008595496370637967,0.1949042735692358,0.000824374915479467,6.407171827599124,0.002381546767923067
0.05,0.0004920647099542796,0.0008679415260669278,0.19680678092526346,0.0008508289927197946,6.407171770858997,0.0024047981040810234
0.05,0.0004968687991116329,0.0008764153460895667,0.19872785183354075,0.0008779600355680086,6.407171713114786,0.002428276445949091
0.05,0.0005017197911908279,0.0008849718970333019,0.20066766721108634,0.000905781881811479,6.4071716543504476,0.0024519840098154552
0.05,0.0005066181441109421,0.0008936119866092231,0.20262640973173549,0.000934308526509866,6.407171594549726,0.0024759230336063556
0.05,0.0005115643202617744,0.0009023364304141694,0.20460426384301236,0.0009635541182521972,6.407171533696168,0.002500095777097359
0.05,0.0005165587865474932,0.0009111460520077165,0.2066014157831576,0.0009935329551078512,6.407171471773108,0.0025245045221266773
0.05,0.0005216020144307099,0.0009200416829899158,0.20861805359831306,0.0010242594802626782,6.407171408763672,0.002549151572810568
0.05,0.000526694479976986,0.0009290241630797983,0.21065436715986774,0.00105574827733155,6.4071713446507745,0.0025740392557608636
0.05,0.000531836663899768,0.0009380943401946312,0.21271054818196009,0.001088014065338723,6.407171279417126,0.0025991699203045697
0.05,0.0005370290516057701,0.0009472530705299667,0.21478679023914699,0.001121071693357585,6.40717121304521,0.0026245459387056755
0.05,0.0005422721332407911,0.0009565012186404556,0.21688328878423063,0.0011549361348014034,6.407171145517313,0.002650169706389073
0.05,0.0005475664037359853,0.0009658396575214602,0.21900024116625322,0.0011896224813569898,6.4071710768154935,0.0026760436421666943
0.05,0.000552912362854581,0.0009752692686914603,0.22113784664865524,0.001225145936553291,6.4071710069216,0.002702170188465846
0.05,0.0005583105152390573,0.0009847909422752627,0.223296306427601,0.0012615218089572027,6.407170935817254,0.0027285518115597674
0.05,0.0005637613704587819,0.000994405577088029,0.2254758236504736,0.0012987655049891491,6.407170863483868,0.002755191001800465
0.05,0.00056926544305811,0.0010041140807201113,0.22767660343453633,0.0013368925213511963,6.407170789902629,0.0027820902738537735
0.05,0.0005748232526049595,0.0010139173696227335,0.22989885288576845,0.0013759184370608724,6.407170715054497,0.002809252166936766
0.05,0.0005804353237398534,0.001023816369194491,0.2321427811178703,0.001415858905084077,6.407170638920217,0.0028366792450574374
0.05,0.0005861021862254458,0.0010338120138687083,0.234408599271443,0.0014567296435609401,6.4071705614803,0.002864374097256748
0.05,0.0005918243749965296,0.0010439052472016434,0.23669652053334356,0.0014985464266187888,6.407170482715038,0.0028923393378530358
0.05,0.0005976024302105327,0.0010540970219615538,0.23900676015621466,0.0015413250747668555,6.407170402604487,0.002920577606688797
0.05,0.0006034368972985087,0.001064388300218636,0.2413395354781936,0.0015850814448677667,6.407170321128479,0.0029490915693798935
0.05,0.0006093283270166204,0.0010747800534358335,0.2436950659427975,0.0016298314196813136,6.407170238266609,0.0029778839175671713
0.05,0.0006152772754981343,0.0010852732625605455,0.2460735731189926,0.0016755908969766234,6.407170153998242,0.003006957369170568
0.05,0.0006212843043059133,0.0010958689181172151,0.24847528072144054,0.0017223757782091121,6.407170068302506,0.0030363146686456606
0.05,0.0006273499804854293,0.001106568020300834,0.25090041463093055,0.0017702019567595014,6.407169981158291,0.003065958587242746
0.05,0.00063347487661829,0.001117371579071355,0.2533492029149957,0.001819085305732458,6.407169892544253,0.003095891923268448
0.05,0.0006396595708762885,0.0011282806142490242,0.2558218758487125,0.0018690416653131502,6.407169802438801,0.0031261175023498643
0.05,0.000645904647075981,0.0011392961556106486,0.2583186659356904,0.0019200868296806693,6.407169710820103,0.0031566381777013027
0.05,0.0006522106947337984,0.001150419242986801,0.2608398079292469,0.001972236533477817,6.407169617666083,0.0031874568303936193
0.05,0.0006585783091216947,0.0011616509263599733,0.26338553885377386,0.002025506437837509,6.407169522954413,0.0032185763696261855
0.05,0.0006650080913233362,0.001172992265963687,0.26595609802629405,0.0020799121159666397,6.407169426662519,0.0032499997330014984
0.05,0.0006715006482908453,0.0011844443323825754,0.26855172707821007,0.0021354690382890925,6.407169328767572,0.0032817298868024953
0.05,0.0006780565929020933,0.0011960082066534395,0.2711726699772469,0.0021921925571501515,6.407169229246488,0.0033137698262725476
0.05,0.000684676544018555,0.0012076849803672911,0.27381917304958986,0.002250097891085398,6.407169128075926,0.0033461225758982084
0.05,0.0006913611265437258,0.0012194757557723917,0.27649148500221765,0.0023092001086578483,6.407169025232286,0.0033787911896947078
0.05,0.0006981109714821146,0.0012313816458783024,0.2791898569454353,0.0023695141118679364,6.407168920691692,0.003411778751494248
0.05,0.0007049267159988027,0.001243403774560937,0.2819145424156027,0.002431054619141497,6.407168814430015,0.0034450883752370877
0.05,0.0007118090034795967,0.0012555432766686574,0.2846657973980668,0.002493836147901977,6.407168706422849,0.003478723205265492
0.05,0.0007187584835917569,0.0012678012981293897,0.28744388035029306,0.0025578729967334446,6.407168596645507,0.003512686416620539
0.05,0.0007257758123453269,0.0012801789960587946,0.2902490522252003,0.002623179227142121,6.407168485073032,0.0035469812153418132
0.05,0.0007328616521550579,0.0012926775388694923,0.2930815764947013,0.002689768644924561,6.407168371680178,0.0035816108387700563
0.05,0.0007400166719029388,0.0013052981063813524,0.29594171917344625,0.0027576547811515254,6.407168256441418,0.0036165785558527307
0.05,0.0007472415470013386,0.0013180418899328627,0.2988297488427756,0.002826850872777226,6.4071681393309206,0.0036518876674525957
0.05,0.0007545369594567585,0.0013309100924935786,0.3017459366748784,0.002897369842884246,6.40716802032257,0.0036875415066592704
0.05,0.0007619035979342175,0.0013439039287776837,0.30469055645716336,0.0029692242805752504,6.407167899389943,0.0037235434391038684
0.05,0.0007693421578222548,0.0013570246253586413,0.307663884616836,0.003042426420523007,6.407167776506305,0.003759896863276657
0.05,0.0007768533412985754,0.0013702734207849802,0.3106662002456921,0.0031169881221909898,6.407167651644614,0.0037966052108478624
0.05,0.0007844378573963328,0.0013836515656972036,0.3136977851251211,0.003192920848737342,6.407167524777503,0.0038336719469915723
0.05,0.0007920964220710589,0.0013971603229458395,0.3167589237513259,0.0032702356456153735,6.407167395877281,0.003871100570712816
0.05,0.0007998297582682511,0.001410800967710649,0.31984990336075697,0.0033489431188843785,6.407167264915916,0.00390889461517783
0.05,0.0008076385959916107,0.0014245747876209872,0.322971013955763,0.0034290534132447293,6.407167131865047,0.003947057648047537
0.05,0.0008155236723719597,0.001438483082877354,0.32612254833046134,0.0035105761898118417,6.407166996695963,0.003985593271814304
0.05,0.0008234857317368174,0.0014525271663741153,0.32930480209682456,0.003593520603643412,6.407166859379582,0.004024505124141945
0.05,0.0008315255256806668,0.0014667083638234362,0.33251807371098974,0.0036778952810350395,6.407166719886469,0.004063796878209075
0.05,0.0008396438131359012,0.0014810280138804156,0.3357626644997885,0.003763708296599001,6.407166578186812,0.0041034722430558015
0.05,0.0008478413604444659,0.001495487468269446,0.3390388786874989,0.0038509671501412383,6.4071664342504135,0.004143534963933801
0.05,0.0008561189414301973,0.0015100880919118045,0.3423470234228215,0.0039396787433514215,6.407166288046683,0.004183988822659792
0.05,0.0008644773374718718,0.0015248312630544935,0.34568740880608,0.004029849356320912,6.4071661395446196,0.004224837637972487
0.05,0.0008729173375769648,0.0015397183734003354,0.34906034791664836,0.004121484623903066,6.407165988712812,0.004266085265893004
0.05,0.0008814397384561283,0.001554750828239334,0.3524661568406019,0.0042145895119300265,6.407165835519416,0.004307735600088784
0.05,0.0008900453445984004,0.0015699300465813269,0.3559051546985996,0.004309168293299729,6.407165679932152,0.004349792572241086
0.05,0.0008987349683471461,0.0015852574612899273,0.359377663673994,0.004405224523946252,6.407165521918281,0.004392260152416049
0.05,0.0009075094299767403,0.0016007345192177737,0.3628840090411692,0.004502761018705846,6.407165361444591,0.004435142349439365
0.05,0.0009163695577699978,0.0016163626813431,0.3664245191941115,0.004601779827090372,6.407165198477395,0.0044784432112746205
0.05,0.0009253161880963649,0.0016321434229076455,0.36999952567521244,0.004702282208978864,6.407165032982514,0.0045221668254053415
0.05,0.000934350165490863,0.0016480782335558922,0.37360936320429894,0.004804268610236707,6.407164864925237,0.004566317319220694
0.05,0.0009434723427338184,0.0016641686174756892,0.3772543697079045,0.004907738638271243,6.407164694270334,0.004610898860405047
0.05,0.0009526835809313552,0.0016804160935402226,0.3809348863487672,0.005012691037530709,6.407164520982032,0.004655915657331244
0.05,0.000961984749596685,0.0016968221954513892,0.38465125755556717,0.0051191236649524765,6.407164345023971,0.004701371959457757
0.05,0.0009713767267321852,0.0017133884718845624,0.38840383105289744,0.00522703346536482,6.407164166359218,0.004747272057729705
0.05,0.0009808603989122791,0.0017301164866347731,0.39219295789147185,0.005336416446844729,6.407163984950231,0.004793620284983765
0.05,0.00099043666136713,0.0017470078187643227,0.39601899247857064,0.005447267656032647,6.407163800758839,0.004840421016357064
0.05,0.0010001064180671412,0.0017640640627518192,0.3998822926087196,0.005559581154938634,6.407163613746213,0.004887678669699998
0.05,0.0010098705818082927,0.0017812868286426907,0.40378321949461254,0.0056733499878549596,6.407163423872862,0.004935397705993136
0.05,0.0010197300742983081,0.0017986777422011587,0.4077221377982695,0.005788566174738113,6.4071632310985756,0.004983582629768156
0.05,0.0010296858262436553,0.0018162384450636862,0.4116994156624332,0.005905220666949691,6.407163035382432,0.0050322379895328855
0.05,0.0010397387774374062,0.0018339705948939367,0.41571542474220663,0.006023303329171616,6.4071628366827635,0.005081368378200476
0.05,0.0010498898768479521,0.0018518758655392449,0.41977054023693083,0.006142802921207371,6.407162634957103,0.005130978433522797
0.05,0.0010601400827085785,0.001869955947188602,0.4238651409223001,0.006263707063249454,6.407162430162188,0.00518107283852799
0.05,0.0010704903626079228,0.0018882125465321967,0.42799960918271984,0.006386002214596334,6.407162222253907,0.005231656321962341
0.05,0.00108094169358131,0.0019066473869225075,0.4321743310439049,0.006509673650083358,6.407162011187278,0.00528273365873643
0.05,0.0010914950622029859,0.001925262208536974,0.43638969620571844,0.00663470542920367,6.407161796916417,0.0053343096703756445
0.05,0.001102151464679241,0.0019440587685422412,0.4406460980752496,0.00676108037682204,6.407161579394486,0.005386389225475045
0.05,0.001112911906942452,0.0019630388412600216,0.44494393380013497,0.006888780053308247,6.407161358573683,0.005438977240158705
0.05,0.0011237774047460417,0.0019822042183345765,0.4492836043021197,0.007017784727629229,6.407161134405181,0.0054920786785435044
0.05,0.0011347489837603571,0.0020015567089018164,0.45366551431085794,0.007148073354435765,6.407160906839101,0.005545698553207423
0.05,0.0011458276796694946,0.0020210981397600697,0.45809007239795485,0.0072796235436755116,6.407160675824465,0.005599841925662424
0.05,0.0011570145382690615,0.002040830355542507,0.46255769101124844,0.007412411534833622,6.40716044130915,0.005654513906831906
0.05,0.0011683106155649025,0.002060755218891262,0.46706878650933364,0.007546412170040871,6.407160203239856,0.005709719657532869
0.05,0.001179716977872775,0.002080874610633229,0.4716237791963196,0.007681598866000503,6.407159961562042,0.005765464388962671
0.05,0.0011912347019190116,0.002101190429957598,0.47622309335683155,0.007817943582538931,6.40715971621989,0.005821753363190609
0.05,0.0012028648749421568,0.0021217045945951113,0.4808671572912483,0.007955416800582635,6.4071594671562435,0.005878591893654245
0.05,0.0012146085947956052,0.002142419040999082,0.4855564033511792,0.008093987480930136,6.407159214312565,0.0059359853456605926
0.05,0.0012264669700512265,0.0021633357245281573,0.49029126797517386,0.008233623044473282,6.407158957628876,0.005993939136892115
0.05,0.0012384411201040164,0.002184456619630885,0.49507219172467126,0.008374289337015721,6.407158697043696,0.006052458737917713
0.05,0.001250532175277767,0.002205783720032082,0.4998996193201829,0.008515950594335452,6.407158432493987,0.0061115496727086605
0.05,0.0012627412769317592,0.0022273190389210033,0.5047739996777085,0.00865856941813509,6.407158163915089,0.0061712175191595406
0.05,0.001275069577568508,0.002249064609141368,0.5096957859453839,0.008802106728875726,6.407157891240657,0.00623146790961425
0.05,0.0012875182409425529,0.002271022483383227,0.5146654355403618,0.008946521743276523,6.407157614402591,0.006292306531397147
0.05,0.0013000884421703184,0.0022931947343767176,0.519683410185923,0.009091771930326828,6.407157333330968,0.0063537391273493435
0.05,0.001312781367841033,0.0023155834550876862,0.5247501759488098,0.009237812976800782,6.407157047953969,0.006415771496370173
0.05,0.0013255982161287441,0.002338190758915243,0.5298662032767933,0.009384598755046223,6.407156758197795,0.006478409493963986
0.05,0.0013385401969054256,0.0023610187798912383,0.5350319670364617,0.009532081266887277,6.4071564639866,0.006541659032792221
0.05,0.0013516085318551786,0.0023840696728816744,0.5402479465512293,0.009680210619981602,6.4071561652424,0.006605526083230818
0.05,0.0013648044545895598,0.002407345613790098,0.5455146256395697,0.009828934973679697,6.407155861884993,0.006670016673933084
0.05,0.001378129210764028,0.0024308487997629713,0.5508324926534648,0.009978200499293679,6.407155553831863,0.006735136892398
0.05,0.0013915840581955358,0.002454581449397053,0.556202040517072,0.01012795133146328,6.4071552409980885,0.006800892885544061
0.05,0.0014051702669812558,0.0024785458029487908,0.5616237667656018,0.010278129520163708,6.407154923296261,0.0068672908602886605
0.05,0.0014188891196184788,0.002502744122545769,0.5670981735844063,0.01042867498325482,6.407154600636355,0.006934337084133096
0.05,0.001432741911125675,0.0025271786924002163,0.5726257678482788,0.010579525451612051,6.407154272925652,0.007002037885753284
0.05,0.0014467299491647467,0.002551851819024605,0.5782070611609559,0.010730616414949865,6.407153940068616,0.007070399655596183
0.05,0.0014608545541644573,0.0025767658314493317,0.5838425698948169,0.010881881065375472,6.407153601966783,0.007139428846481945
0.05,0.0014751170594450814,0.002601923081442548,0.5895328152307892,0.011033250238923598,6.407153258518648,0.007209131974211994
0.05,0.00148951881134427,0.002627325943732132,0.5952783231984441,0.011184652356750528,6.407152909619538,0.007279515618182953
0.05,0.0015040611693441324,0.0026529768162298064,0.6010796247162804,0.01133601335623564,6.407152555161479,0.007350586422006467
0.05,0.0015187455061995722,0.0026788781202574663,0.6069372556321991,0.01148725662152424,6.40715219503309,0.007422351094135108
0.05,0.0015335732080678699,0.0027050323007757077,0.6128517567641604,0.011638302929830695,6.407151829119405,0.007494816408494298
0.05,0.0015485456746395362,0.0027314418266145917,0.6188236739410162,0.011789070356245733,6.407151457301764,0.007567989205120343
0.05,0.0015636643192704308,0.0027581091907066427,0.6248535580435165,0.011939474219796842,6.407151079457641,0.007641876390804622
0.05,0.001578930569115184,0.0027850369103221426,0.630941965045486,0.012089426987075005,6.40715069546051,0.007716484939744045
0.05,0.0015943458652619138,0.002812227527306707,0.637089456055163,0.012238838205460869,6.407150305179657,0.007791821894197736
0.05,0.0016099116628682658,0.002839683608321199,0.6432965973566991,0.012387614403692349,6.407149908480045,0.00786789436515016
0.05,0.0016256294312987666,0.002867407745083948,0.6495639604518044,0.01253565901716254,6.407149505222101,0.007944709532980489
0.05,0.0016415006542635315,0.0028954025546153684,0.6558921221015478,0.012682872284261102,6.407149095261569,0.008022274648138579
0.05,0.0016575268299583285,0.002923670679484959,0.6622816643682948,0.01282915115578995,6.407148678449303,0.008100597031827412
0.05,0.0016737094712059924,0.0029522147880606865,0.6687331746577752,0.012974389195909649,6.407148254631069,0.008179684076692057
0.05,0.0016900501055992375,0.002981037574760836,0.6752472457612848,0.013118476475574218,6.407147823647347,0.008259543247515358
0.05,0.001706550275644855,0.0030101417603082977,0.6818244758980044,0.013261299465839909,6.407147385333108,0.00834018208192026
0.05,0.0017232115389093276,0.003039530091987357,0.6884654687574339,0.013402740926111968,6.40714693951761,0.008421608191078948
0.05,0.0017400354681658483,0.0030692053439029545,0.6951708335419275,0.013542679788285751,6.407146486024152,0.008503829260428716
0.05,0.0017570236515427916,0.0030991703172425105,0.7019411850093322,0.01368099103595271,6.407146024669823,0.008586853050394782
0.05,0.0017741776926736325,0.0031294278405402973,0.7087771435157152,0.013817545579269945,6.407145555265283,0.008670687397120081
0.05,0.0017914992108483139,0.0031599807699443693,0.7156793350581662,0.013952210124484185,6.407145077614475,0.008755340213201923
0.05,0.0018089898411661107,0.003190831989486126,0.72264839131768,0.014084847040315087,6.407144591514364,0.008840819488435871
0.05,0.0018266512346899744,0.0032219844113524874,0.7296849497020951,0.014215314218937555,6.4071440967546565,0.00892713329056663
0.05,0.0018444850586023952,0.0032534409761607445,0.7367896533890932,0.014343464929659065,6.407143593117502,0.00901428976604623
0.05,0.0018624929963627686,0.003285204653236059,0.7439631513692297,0.014469147673923387,6.407143080377183,0.009102297140799338
0.05,0.0018806767478663161,0.0033172784408917032,0.7512060984890091,0.014592206024912525,6.407142558299809,0.009191163720995987
0.05,0.0018990380296045463,0.003349665366712016,0.7585191554939729,0.014712478472698173,6.40714202664297,0.00928089789383165
0.05,0.0019175785748272943,0.0033823684878381394,0.7659029890718064,0.01482979825481874,6.407141485155404,0.009371508128314774
0.05,0.001936300133706324,0.0034153908912565073,0.7733582718954338,0.014943993191801758,6.40714093357662,0.009463002976061756
0.05,0.0019552044735005446,0.0034487356940901847,0.7808856826661076,0.015054885498932677,6.40714037163655,0.009555391072099573
0.05,0.00197429337872284,0.0034824060438930406,0.7884859061564712,0.015162291617001413,6.407139799055127,0.009648681135676023
0.05,0.001993568651308511,0.0035164051189467737,0.7961596332535765,0.015266022014573014,6.407139215541909,0.009742881971077632
0.05,0.0020130321107853784,0.003550736128560857,0.8039075610018547,0.015365880998258781,6.407138620795631,0.00983800246845535
0.05,0.002032685594445539,0.0035854023133753948,0.8117303926460155,0.015461666507816416,6.407138014503779,0.00993405160465807
0.05,0.002052530957518807,0.003620406945666959,0.8196288376738714,0.015553169915406468,6.407137396342129,0.010031038444074103
0.05,0.0020725700733478314,0.003655753329657365,0.8276036118590532,0.015640175804220793,6.40713676597427,0.010128972139480464
0.05,0.0020928048335649386,0.0036914448018255017,0.835655437303624,0.015722461752590088,6.407136123051107,0.010227861932900324
0.05,0.002113237148270704,0.003727484731222196,0.8437850424805623,0.015799798109672844,6.407135467210334,0.010327717156468528
0.05,0.0021338689462142464,0.0037638765197881216,0.8519931622760912,0.015871947752752913,6.407134798075911,0.010428547233305151
0.05,0.002154702174975306,0.003800623602674843,0.8602805380318536,0.01593866585420632,6.407134115257493,0.010530361678397422
0.05,0.0021757388011480836,0.0038377294485689743,0.8686479175869017,0.0159996996317273,6.407133418349852,0.010633170099489851
0.05,0.002196980810526892,0.0038751975600195133,0.8770960553194886,0.016054788087364838,6.407132706932255,0.010736982197982718
0.05,0.002218430208293595,0.003913031473768344,0.8856257121886347,0.01610366174984519,6.407131980567849,0.010841807769838948
0.05,0.0022400890192068985,0.00395123476108399,0.8942376557754611,0.016146042401435537,6.40713123880299,0.010947656706499515
0.05,0.002261959287793479,0.003989811028098607,0.9029326603242576,0.01618164279649274,6.407130481166569,0.011054538995807326
0.05,0.002284043078540989,0.004028763916148287,0.9117115067832747,0.01621016637865709,6.407129707169274,0.011162464722939799
0.05,0.0023063424760929236,0.004068097102116634,0.9205749828452017,0.016231306981323645,6.40712891630287,0.011271444071349945
0.05,0.0023288595854454126,0.004107814298781739,0.9295238829873232,0.016244748525304303,6.407128108039408,0.011381487323716334
0.05,0.0023515965321459337,0.004147919255166537,0.9385590085113333,0.01625016470615851,6.407127281830439,0.01149260486290185
0.05,0.0023745554624939416,0.004188415756892533,0.9476811675827537,0.01624721867223688,6.407126437106148,0.011604807172921141
0.05,0.002397738543743484,0.004229307626537037,0.956891175269968,0.016235562693224258,6.4071255732745,0.011718104839917146
0.05,0.002421147964307776,0.0042705987239938445,0.9661898535828214,0.016214837819677693,6.407124689720322,0.011832508553146513
0.05,0.002444785933965793,0.004312292946837473,0.9755780315107719,0.016184673535833156,6.407123785804366,0.011948029105974143
0.05,0.00246865468407085,0.004354394230690894,0.9850565450605473,0.0161446873968765,6.407122860862305,0.012064677396876654
0.05,0.0024927564677612434,0.0043969065495969035,0.9946262372933015,0.01609448466061714,6.4071219142037235,0.012182464430455169
0.05,0.002517093560172947,0.004439833916393114,1.0042879583612323,0.01603365790724544,6.407120945111055,0.0123014013184573
0.05,0.002541668258654363,0.004483180383090547,1.0140425655436078,0.015961786650491167,6.407119952838444,0.012421499280808214
0.05,0.0025664828829831962,0.004526950041255989,1.023890923282214,0.015878436932597387,6.407118936610626,0.01254276964665128
0.05,0.0025915397755854274,0.00457114702239803,1.033833903216146,0.015783160918377215,6.407117895621687,0.012665223855397884
0.05,0.0026168413017564423,0.004615775498356899,1.0438723842159414,0.015675496462715932,6.4071168290338445,0.012788873457786842
0.05,0.002642389849884293,0.004660839681698062,1.054007252416995,0.015554966682841306,6.407115735976122,0.012913730116953097
0.05,0.0026681878316751643,0.004706343826109693,1.0642394012522427,0.015421079507387097,6.407114615543,0.013039805609506116
0.05,0.002694237682381027,0.004752292226804009,1.0745697314840608,0.015273327218554929,6.407113466793007,0.013167111826617822
0.05,0.002720541861029529,0.004798689220922529,1.0849991512353503,0.015111185976526912,6.4071122887472525,0.013295660775120111
0.05,0.0027471028506561037,0.004845539187945255,1.0955285760197568,0.014934115340273741,6.407111080387894,0.013425464578612045
0.05,0.002773923158538369,0.004892846550103871,1.1061589287709976,0.014741557763178377,6.407109840656545,0.013556535478576782
0.05,0.0028010053164328154,0.004940615772798982,1.116891139871252,0.014532938085995593,6.407108568452639,0.013688885835508308
0.05,0.0028283518808137798,0.004988851365021372,1.1277261471785558,0.014307663008586243,6.407107262631683,0.013822528130047829
0.05,0.002855965433114779,0.0050375578797774235,1.1386648960531738,0.01406512055114169,6.407105922003489,0.013957474964130101
0.05,0.002883848579972186,0.005086739914518649,1.1497083393828993,0.013804679500069167,6.407104545330299,0.014093739062139605
0.05,0.0029120039534712974,0.005136402111575446,1.1608574376072267,0.013525688837628504,6.407103131324853,0.014231333272076629
0.05,0.002940434211394778,0.005186549158595029,1.1721131587403484,0.01322747715707946,6.407101678648383,0.014370270566733184
0.05,0.002969142037473557,0.005237185788983677,1.183476478392936,0.01290935206276795,6.407100185908497,0.014510564044878962
0.05,0.0029981301416401726,0.005288316782353292,1.1949483797926432,0.012570599554391715,6.407098651657018,0.014652226932457267
0.05,0.003027401260284563,0.005339946964972264,1.2065298538032783,0.01221048339003358,6.407097074387707,0.014795272583790842
0.05,0.0030569581565123853,0.005392081210220789,1.218221898942594,0.011828244439862013,6.407095452533914,0.014939714482797793
0.05,0.0030868036204058404,0.0054447244390505856,1.230025521398637,0.011423100016853155,6.407093784466108,0.015085566244217478
0.05,0.0031169404692870575,0.005497881620449135,1.2419417350446011,0.010994243191771965,6.407092068489349,0.015232841614846483
0.05,0.0031473715479840253,0.005551557771908384,1.253971561452107,0.010540842087140569,6.40709030284062,0.015381554474784485
0.05,0.003178099729099145,0.005605757959898071,1.2661160299028742,0.010062039157768016,6.407088485686078,0.015531718838690266
0.05,0.0032091279132803905,0.0056604873003436446,1.2783761773987,0.009556950446121266,6.40708661511818,0.01568334885704771
0.05,0.0032404590294951344,0.005715750959108864,1.2907530486696899,0.009024664822056612,6.407084689152711,0.01583645881744182
0.05,0.0032720960353066126,0.005771554152483043,1.3032476961806567,0.008464243201243376,6.407082705725672,0.015991063145844604
0.05,0.0033040419171531197,0.005827902147673107,1.3158611801356423,0.007874717741063363,6.407080662690068,0.01614717640791109
0.05,0.0033362996906299304,0.005884800263300436,1.328594568480475,0.007255091019905591,6.40707855781254,0.01630481331028522
0.05,0.0033688724007739424,0.005942253869902502,1.3414489369032807,0.006604335185764287,6.407076388769914,0.016463988701915542
0.05,0.0034017631223511318,0.006000268390439454,1.3544253688328969,0.005921391095215941,6.40707415314554,0.016624717575380924
0.05,0.0034349749601467945,0.006058849300805599,1.3675249554350848,0.005205167419378988,6.407071848425564,0.01678701506822596
0.05,0.0034685110492586437,0.006118002130345908,1.3807487956064797,0.004454539728625809,6.407069471994979,0.016950896464306173
0.05,0.003502374555392732,0.006177732462377498,1.3940979959661797,0.0036683495579884796,6.407067021133588,0.017116377195142918
0.05,0.003536568675162296,0.0062380459347162465,1.4075736708448996,0.0028454034414364324,6.40706449301177,0.017283472841287836
0.05,0.0035710966363895155,0.006298948240208527,1.421176942271607,0.001984471926678435,6.407061884686071,0.01745219913369696
0.05,0.0036059616984101908,0.006360445127268095,1.4349089399575263,0.0010842885604360163,6.407059193094653,0.017622571955114137
0.05,0.0036411671523814276,0.006422542400418242,1.4487708012774487,0.00014354885037293902,6.40705641505255,0.01779460734146388
0.05,0.003676716321592306,0.006485245920839207,1.4627636712482315,-0.0008390908021061669,6.40705354724672,0.0179683214832534
0.05,0.0037126125617776033,0.00654856160692096,1.4768887025044075,-0.0018650141958608292,6.40705058623094,0.018143730726983897
0.05,0.0037488592614345418,0.0066124954348212965,1.4911470552707744,-0.002935646451270868,6.4070475284204695,0.018320851576570544
0.05,0.0037854598421426695,0.006677053439029448,1.5055398973319005,-0.004052455162509072,6.407044370086529,0.018499700694771623
0.05,0.0038224177588868386,0.006742241712935128,1.5200684039984096,-0.005216951574419863,6.407041107350535,0.018680294904626152
0.05,0.0038597365003833605,0.006808066409403173,1.5347337580699538,-0.006430691796804659,6.407037736178143,0.018862651190900127
0.05,0.0038974195894093087,0.006874533741353709,1.5495371497947492,-0.007695278042667741,6.407034252373045,0.01904678670154099
0.05,0.003935470583135067,0.006941649982348025,1.5644797768255745,-0.009012359901097635,6.407030651570504,0.01923271874914033
0.05,0.003973893073460132,0.007009421467180169,1.5795628441721121,-0.010383635641534793,6.407026929230684,0.019420464812404545
0.05,0.0040126906873521485,0.007077854592474215,1.5947875641494893,-0.011810853551272604,6.407023080631683,0.01961004253763301
0.05,0.004051867087189304,0.007146955817287443,1.6101551563229293,-0.013295813306266231,6.407019100862305,0.01980146974020385
0.05,0.0040914259711060386,0.007216731663719344,1.625666847448368,-0.014840367375057374,6.407014984814571,0.019994764406066966
0.05,0.00413137107334215,0.0072871887175265816,1.641323871408901,-0.016446422460096782,6.407010727175918,0.020189944693243794
0.05,0.004171706164595275,0.007358333628743895,1.6571274691469318,-0.018115940969948216,6.407006322421103,0.020387028933333773
