delta_over_Delta0,r_over_ell0,a_over_kBTc,q_delta_ell0,force_dimensionless,energy_excess_density,current_moment_dimensionless
0.2,0.00063347487661829,0.001117371579071355,0.015836707968641763,-0.0003652259578729603,6.407169437889699,0.0030958914381429767
0.2,0.0006396595708762885,0.0011282806142490242,0.015991320492678367,-0.0003685664483875769,6.4071693312287845,0.0031261169962198384
0.2,0.000645904647075981,0.0011392961556106486,0.016147442422495262,-0.0003719329018274896,6.407169222476698,0.003156637649711378
0.2,0.0006522106947337984,0.001150419242986801,0.0163050884917825,-0.0003753253755423954,6.407169111592475,0.0031874562796568584
0.2,0.0006585783091216947,0.0011616509263599733,0.01646427357799339,-0.0003787439216696009,6.407168998534348,0.0032185757952230784
0.2,0.0006650080913233362,0.001172992265963687,0.016625012703745577,-0.0003821885869138262,6.407168883259734,0.003249999133978968
0.2,0.0006715006482908453,0.0011844443323825754,0.016787321038235787,-0.00038565941231993384,6.407168765725217,0.003281729262172877
0.2,0.0006780565929020933,0.0011960082066534395,0.016951213898668247,-0.0003891564330383133,6.407168645886529,0.003313769175012557
0.2,0.000684676544018555,0.0012076849803672911,0.017116706751697016,-0.0003926796780828118,6.407168523698545,0.003346121896947886
0.2,0.0006913611265437258,0.0012194757557723917,0.017283815214882304,-0.000396229170080865,6.407168399115249,0.003378790481956346
0.2,0.0006981109714821146,0.0012313816458783024,0.017452555058160957,-0.00039980492501570365,6.407168272089725,0.003411778013831304
0.2,0.0007049267159988027,0.001243403774560937,0.017622942205331112,-0.00040340695196032186,6.40716814257415,0.0034450876064730756
0.2,0.0007118090034795967,0.0012555432766686574,0.017794992735551414,-0.00040703525280299716,6.407168010519758,0.0034787224041828613
0.2,0.0007187584835917569,0.0012678012981293897,0.017968722884854644,-0.00041068982196412046,6.407167875876827,0.003512685581959534
0.2,0.0007257758123453269,0.0012801789960587946,0.018144149047676066,-0.000414370646104041,6.4071677385946755,0.0035469803457993257
0.2,0.0007328616521550579,0.0012926775388694923,0.018321287778396703,-0.000418077703821708,6.407167598621617,0.003581609932998452
0.2,0.0007400166719029388,0.0013052981063813524,0.01850015579290143,-0.00042181096534379633,6.407167455904968,0.0036165776124586738
0.2,0.0007472415470013386,0.0013180418899328627,0.018680769970152288,-0.00042557039220403976,6.407167310391003,0.0036518866849958556
0.2,0.0007545369594567585,0.0013309100924935786,0.018863147353776963,-0.00042935593691252643,6.407167162024957,0.0036875404836515203
0.2,0.0007619035979342175,0.0013439039287776837,0.01904730515367282,-0.00043316754261459224,6.407167010750993,0.0037235423740074724
0.2,0.0007693421578222548,0.0013570246253586413,0.019233260747626265,-0.0004370051427390431,6.407166856512177,0.00375989575450345
0.2,0.0007768533412985754,0.0013702734207849802,0.019421031682947995,-0.00044086866063541537,6.4071666992504746,0.0037966040567579224
0.2,0.0007844378573963328,0.0013836515656972036,0.019610635678124017,-0.00044475800919988636,6.407166538906705,0.003833670745891992
0.2,0.0007920964220710589,0.0013971603229458395,0.019802090624482665,-0.00044867309048956085,6.407166375420545,0.003871099320856462
0.2,0.0007998297582682511,0.001410800967710649,0.019995414587877805,-0.0004526137953247687,6.407166208730477,0.003908893314762106
0.2,0.0008076385959916107,0.0014245747876209872,0.020190625810388278,-0.000456580002879007,6.407166038773796,0.003947056295213152
0.2,0.0008155236723719597,0.001438483082877354,0.02038774271203391,-0.00046057158025619954,6.407165865486574,0.003985591864644027
0.2,0.0008234857317368174,0.0014525271663741153,0.020586783892508006,-0.0004645883820548764,6.4071656888036195,0.004024503660659382
0.2,0.0008315255256806668,0.0014667083638234362,0.020787768132926713,-0.0004686302499188728,6.407165508658485,0.004063795356377443
0.2,0.0008396438131359012,0.0014810280138804156,0.020990714397595336,-0.00047269701207423083,6.407165324983417,0.00410347066077671
0.2,0.0008478413604444659,0.001495487468269446,0.021195641835791666,-0.00047678848285176255,6.4071651377093435,0.0041435333190460505
0.2,0.0008561189414301973,0.0015100880919118045,0.021402569783566635,-0.0004809044621950528,6.407164946765845,0.004183987112938187
0.2,0.0008644773374718718,0.0015248312630544935,0.021611517765562385,-0.0004850447351532414,6.4071647520811235,0.00422483586112666
0.2,0.0008729173375769648,0.0015397183734003354,0.021822505496847933,-0.0004892090713583695,6.407164553581984,0.0042660834195662675
0.2,0.0008814397384561283,0.001554750828239334,0.022035552884772484,-0.0004933972244866663,6.4071643511938055,0.004307733681857
0.2,0.0008900453445984004,0.0015699300465813269,0.022250680030836852,-0.0004976089317034258,6.407164144840509,0.00434979057961157
0.2,0.0008987349683471461,0.0015852574612899273,0.022467907232582858,-0.0005018439130909044,6.407163934444533,0.0043922580828265
0.2,0.0009075094299767403,0.0016007345192177737,0.022687254985500994,-0.0005061018710588349,6.407163719926796,0.004435140200256829
0.2,0.0009163695577699978,0.0016163626813431,0.02290874398495657,-0.0005103824897369967,6.407163501206686,0.004478440979794499
0.2,0.0009253161880963649,0.0016321434229076455,0.023132395128134534,-0.0005146854343493113,6.407163278202018,0.004522164508850437
0.2,0.000934350165490863,0.0016480782335558922,0.023358229516002815,-0.0005190103505690176,6.407163050828994,0.004566314914740306
0.2,0.0009434723427338184,0.0016641686174756892,0.023586268455295056,-0.0005233568638542367,6.407162819002195,0.004610896365074126
0.2,0.0009526835809313552,0.0016804160935402226,0.02381653346051206,-0.0005277245787635147,6.4071625826345375,0.004655913068149596
0.2,0.000961984749596685,0.0016968221954513892,0.024049046255942876,-0.0005321130782506407,6.407162341637231,0.0047013692733493114
0.2,0.0009713767267321852,0.0017133884718845624,0.02428382877770524,-0.000536521922938229,6.407162095919757,0.004747269271541856
0.2,0.0009808603989122791,0.0017301164866347731,0.024520903175805773,-0.0005409506503694218,6.407161845389844,0.004793617395486785
0.2,0.00099043666136713,0.0017470078187643227,0.024760291816220095,-0.0005453987742370517,6.407161589953418,0.0048404180202435984
0.2,0.0010001064180671412,0.0017640640627518192,0.025002017282992783,-0.0005498657820538296,6.407161329514566,0.004887675563584649
0.2,0.0010098705818082927,0.0017812868286426907,0.025246102380357897,-0.0005543511426450282,6.407161063975521,0.004935394486412134
0.2,0.0010197300742983081,0.0017986777422011587,0.025492570134879794,-0.0005588542870942915,6.4071607932365975,0.004983579293179149
0.2,0.0010296858262436553,0.0018162384450636862,0.025741443797614498,-0.0005633746272449045,6.4071605171961785,0.005032234532314812
0.2,0.0010397387774374062,0.0018339705948939367,0.025992746846292065,-0.00056791154793042,6.407160235750674,0.005081364796653581
0.2,0.0010498898768479521,0.0018518758655392449,0.026246502987519925,-0.0005724643992095587,6.407159948794468,0.0051309747238687566
0.2,0.0010601400827085785,0.001869955947188602,0.026502736159007344,-0.0005770325050093149,6.407159656219898,0.005181068996910178
0.2,0.0010704903626079228,0.0018882125465321967,0.026761470531811427,-0.000581615158174338,6.407159357917196,0.005231652344446235
0.2,0.00108094169358131,0.0019066473869225075,0.027022730512604717,-0.0005862116176368177,6.407159053774473,0.005282729541310178
0.2,0.0010914950622029859,0.001925262208536974,0.027286540745964653,-0.0005908211127062241,6.407158743677659,0.005334305408950784
0.2,0.001102151464679241,0.0019440587685422412,0.02755292611668489,-0.0005954428355488769,6.407158427510456,0.005386384815887407
0.2,0.001112911906942452,0.0019630388412600216,0.02782191175210905,-0.0006000759440002184,6.407158105154323,0.0054389726781694965
0.2,0.0011237774047460417,0.0019822042183345765,0.028093523024486908,-0.0006047195611371108,6.407157776488402,0.005492073959840594
0.2,0.0011347489837603571,0.0020015567089018164,0.028367785553353023,-0.0006093727705376135,6.407157441389495,0.005545693673406832
0.2,0.0011458276796694946,0.0020210981397600697,0.028644725207928434,-0.0006140346186566446,6.407157099732003,0.005599836880310041
0.2,0.0011570145382690615,0.002040830355542507,0.02892436810954533,-0.0006187041121731611,6.40715675138789,0.005654508691405445
0.2,0.0011683106155649025,0.002060755218891262,0.02920674063409518,-0.0006233802160224315,6.407156396226639,0.00570971426744407
0.2,0.001179716977872775,0.002080874610633229,0.029491869414500018,-0.0006280618521125089,6.407156034115189,0.005765458819559769
0.2,0.0011912347019190116,0.002101190429957598,0.029779781343207776,-0.0006327479008668416,6.407155664917909,0.005821747609761098
0.2,0.0012028648749421568,0.0021217045945951113,0.030070503574711388,-0.0006374371927343759,6.407155288496519,0.005878585951427926
0.2,0.0012146085947956052,0.002142419040999082,0.030364063528092237,-0.0006421285182387652,6.407154904710069,0.005935979209812937
0.2,0.0012264669700512265,0.0021633357245281573,0.030660488889587684,-0.0006468206158494695,6.40715451341487,0.0059939328025479886
0.2,0.0012384411201040164,0.002184456619630885,0.03095980761518346,-0.0006515121744612006,6.407154114464449,0.006052452200155433
0.2,0.001250532175277767,0.002205783720032082,0.031262047933230876,-0.0006562018347654071,6.407153707709487,0.006111542926564436
0.2,0.0012627412769317592,0.0022273190389210033,0.031567238347088966,-0.0006608881787980283,6.407153292997775,0.00617121055963231
0.2,0.001275069577568508,0.002249064609141368,0.031875407637791967,-0.0006655697415923032,6.40715287017415,0.006231460731670951
0.2,0.0012875182409425529,0.002271022483383227,0.03218658486674244,-0.0006702449970763418,6.4071524390804475,0.006292299129978415
0.2,0.0013000884421703184,0.0022931947343767176,0.032500799378430124,-0.0006749123642875086,6.4071519995554365,0.006353731497375699
0.2,0.001312781367841033,0.0023155834550876862,0.03281808080317655,-0.0006795702028295376,6.407151551434763,0.006415763632748693
0.2,0.0013255982161287441,0.002338190758915243,0.03313845905990625,-0.0006842168047145082,6.407151094550889,0.0064784013915955155
0.2,0.0013385401969054256,0.0023610187798912383,0.033461964358944225,-0.0006888504086604967,6.407150628733035,0.00654165068657913
0.2,0.0013516085318551786,0.0023840696728816744,0.033788627204840126,-0.0006934691804128758,6.407150153807118,0.006605517488085351
0.2,0.0013648044545895598,0.002407345613790098,0.03411847839921949,-0.0006980712219474802,6.407149669595685,0.006670007824786339
0.2,0.001378129210764028,0.0024308487997629713,0.034451549043662114,-0.0007026545645523502,6.407149175917852,0.00673512778420955
0.2,0.0013915840581955358,0.002454581449397053,0.03478787054260792,-0.0007072171690018379,6.407148672589232,0.006800883513312279
0.2,0.0014051702669812558,0.0024785458029487908,0.03512747460629056,-0.0007117569231781949,6.407148159421887,0.006867281219061775
0.2,0.0014188891196184788,0.002502744122545769,0.035470393253698725,-0.0007162716371392176,6.407147636224229,0.006934327169021021
0.2,0.001432741911125675,0.0025271786924002163,0.035816658815566026,-0.0007207590434876946,6.407147102800982,0.007002027691940261
0.2,0.0014467299491647467,0.002551851819024605,0.036166303937389205,-0.0007252167948265015,6.407146558953098,0.007070389178354294
0.2,0.0014608545541644573,0.0025767658314493317,0.03651936158247474,-0.0007296424611546983,6.407146004477676,0.007139418081185528
0.2,0.0014751170594450814,0.002601923081442548,0.03687586503501493,-0.0007340335268460341,6.407145439167909,0.007209120916353025
0.2,0.00148951881134427,0.002627325943732132,0.037235847903193,-0.0007383873854220668,6.407144862812994,0.007279504263387443
0.2,0.0015040611693441324,0.0026529768162298064,0.03759934412231746,-0.0007427013417614217,6.407144275198059,0.007350574766051929
0.2,0.0015187455061995722,0.0026788781202574663,0.03796638795798659,-0.0007469726121000371,6.4071436761041,0.0074223391329691565
0.2,0.0015335732080678699,0.0027050323007757077,0.038337014009282785,-0.0007511983053913095,6.40714306530788,0.007494804138254434
0.2,0.0015485456746395362,0.0027314418266145917,0.03871125721199726,-0.0007553754431693205,6.407142442581867,0.007567976622155018
0.2,0.0015636643192704308,0.0027581091907066427,0.03908915284188509,-0.0007595009350524982,6.407141807694139,0.0076418634916956135
0.2,0.001578930569115184,0.0027850369103221426,0.03947073651795141,-0.0007635715934608257,6.407141160408322,0.007716471721330237
0.2,0.0015943458652619138,0.002812227527306707,0.039856044205768416,-0.0007675841153982649,6.407140500483472,0.007791808353600395
0.2,0.0016099116628682658,0.002839683608321199,0.04024511222082418,-0.000771535093444057,6.407139827674033,0.007867880499799751
0.2,0.0016256294312987666,0.002867407745083948,0.0406379772319024,-0.0007754209984479105,6.4071391417297,0.007944695340645161
0.2,0.0016415006542635315,0.0028954025546153684,0.041034676264494856,-0.0007792381875008168,6.407138442395376,0.008022260126954379
0.2,0.0016575268299583285,0.002923670679484959,0.041435246704245685,-0.000782982895034486,6.407137729411056,0.008100582180330329
0.2,0.0016737094712059924,0.0029522147880606865,0.04183972630042805,-0.0007866512284762101,6.407137002511733,0.00817966889385201
0.2,0.0016900501055992375,0.002981037574760836,0.042248153169453885,-0.0007902391673857496,6.4071362614273175,0.008259527732772231
0.2,0.001706550275644855,0.0030101417603082977,0.0426605657984165,-0.0007937425585710299,6.407135505882532,0.008340166235222069
0.2,0.0017232115389093276,0.003039530091987357,0.043077003048666775,-0.0007971571120020623,6.407134735596824,0.008421592012922302
0.2,0.0017400354681658483,0.0030692053439029545,0.04349750415942258,-0.0008004783964486481,6.407133950284257,0.008503812751901655
0.2,0.0017570236515427916,0.0030991703172425105,0.04392210875141249,-0.0008037018355539791,6.407133149653406,0.008586836213222163
0.2,0.0017741776926736325,0.0031294278405402973,0.044350856830553766,-0.0008068227036268564,6.407132333407274,0.008670670233711599
0.2,0.0017914992108483139,0.0031599807699443693,0.044783788791664426,-0.0008098361220424783,6.407131501243166,0.008755322726702963
0.2,0.0018089898411661107,0.003190831989486126,0.045220945422210654,-0.0008127370539279592,6.407130652852599,0.008840801682781308
0.2,0.0018266512346899744,0.0032219844113524874,0.04566236790608885,-0.000815520299272108,6.407129787921184,0.008927115170537757
0.2,0.0018444850586023952,0.0032534409761607445,0.04610809782744372,-0.0008181804922426289,6.407128906128523,0.009014271337330982
0.2,0.0018624929963627686,0.003285204653236059,0.04655817717452121,-0.0008207120919572,6.407128007148088,0.009102278410055965
0.2,0.0018806767478663161,0.0033172784408917032,0.04701264834355827,-0.0008231093833133136,6.40712709064712,0.009191144695920403
0.2,0.0018990380296045463,0.003349665366712016,0.04747155414270843,-0.0008253664668012914,6.4071261562864965,0.009280878583228623
0.2,0.0019175785748272943,0.0033823684878381394,0.04793493779600441,-0.0008274772572982966,6.407125203720636,0.009371488542173172
0.2,0.001936300133706324,0.0034153908912565073,0.048402842947357146,-0.0008294354721961036,6.407124232597346,0.009462983125634091
0.2,0.0019552044735005446,0.0034487356940901847,0.04887531366459252,-0.0008312346374322519,6.407123242557742,0.009555370969986036
0.2,0.00197429337872284,0.0034824060438930406,0.04935239444352555,-0.0008328680685620288,6.407122233236086,0.009648660795913274
0.2,0.001993568651308511,0.0035164051189467737,0.0498341302120722,-0.0008343288741911979,6.407121204259683,0.009742861409232579
0.2,0.0020130321107853784,0.003550736128560857,0.05032056633439962,-0.000835609945157453,6.40712015524874,0.009837981701724226
0.2,0.002032685594445539,0.0035854023133753948,0.05081174861511477,-0.0008367039524934934,6.407119085816243,0.00993403065197104
0.2,0.002052530957518807,0.003620406945666959,0.051307723303492106,-0.0008376033347031375,6.4071179955678215,0.010031017326205722
0.2,0.0020725700733478314,0.003655753329657365,0.05180853709773984,-0.0008383002989903042,6.407116884101611,0.0101289508791663
0.2,0.0020928048335649386,0.0036914448018255017,0.05231423714930616,-0.0008387868101863984,6.407115751008126,0.010227840554960056
0.2,0.002113237148270704,0.003727484731222196,0.05282487106722521,-0.0008390545811225016,6.4071145958701,0.010327695687935866
0.2,0.0021338689462142464,0.0037638765197881216,0.053340486922502636,-0.0008390950742642909,6.407113418262364,0.010428525703564971
0.2,0.002154702174975306,0.003800623602674843,0.05386113325254215,-0.0008388994863903767,6.407112217751688,0.010530340119330435
0.2,0.0021757388011480836,0.0038377294485689743,0.05438685906561251,-0.0008384587425609828,6.407110993896646,0.01063314854562526
0.2,0.002196980810526892,0.0038751975600195133,0.05491771384535571,-0.0008377634936583337,6.4071097462474516,0.010736960686659257
0.2,0.002218430208293595,0.003913031473768344,0.05545374755533626,-0.0008368041028510247,6.407108474345816,0.010841786341374744
0.2,0.0022400890192068985,0.00395123476108399,0.0559950106436326,-0.000835570639550403,6.407107177724792,0.010947635404371244
0.2,0.002261959287793479,0.003989811028098607,0.05654155404747018,-0.0008340528735328989,6.407105855908625,0.011054517866839137
0.2,0.002284043078540989,0.004028763916148287,0.0570934291978973,-0.0008322402620807612,6.40710450841257,0.011162443817502537
0.2,0.0023063424760929236,0.004068097102116634,0.057650688024503086,-0.0008301219453157307,6.407103134742755,0.011271423443571195
0.2,0.0023288595854454126,0.004107814298781739,0.058213382960178875,-0.0008276867356138207,6.407101734395994,0.011381467031701849
0.2,0.0023515965321459337,0.004147919255166537,0.058781566945923354,-0.0008249231084181501,6.407100306859647,0.011492584968968966
0.2,0.0023745554624939416,0.004188415756892533,0.05935529343569027,-0.0008218191931948884,6.407098851611416,0.011604787743844802
0.2,0.002397738543743484,0.004229307626537037,0.05993461640128118,-0.0008183627645282657,6.407097368119196,0.011718085947189176
0.2,0.002421147964307776,0.0042705987239938445,0.06051959033728203,-0.000814541232634885,6.407095855840893,0.011832490273248848
0.2,0.002444785933965793,0.004312292946837473,0.061110270266044854,-0.0008103416307930861,6.407094314224243,0.011948011520666725
0.2,0.00246865468407085,0.004354394230690894,0.06170671174271376,-0.0008057506082537797,6.407092742706624,0.012064660593500766
0.2,0.0024927564677612434,0.0043969065495969035,0.062308970860296915,-0.0008007544184491661,6.407091140714887,0.012182448502252969
0.2,0.002517093560172947,0.004439833916393114,0.06291710425478435,-0.0007953389085662374,6.40708950766516,0.012301386364908448
0.2,0.002541668258654363,0.004483180383090547,0.06353116911031063,-0.0007894895069079538,6.407087842962648,0.012421485407984413
0.2,0.0025664828829831962,0.004526950041255989,0.06415122316436539,-0.0007831912153594732,6.407086146001464,0.012542756967589696
0.2,0.0025915397755854274,0.00457114702239803,0.06477732471304938,-0.0007764285914176958,6.407084416164399,0.0126652124904944
0.2,0.0026168413017564423,0.004615775498356899,0.06540953261637836,-0.0007691857451372516,6.407082652822757,0.012788863535210145
0.2,0.002642389849884293,0.004660839681698062,0.06604790630363344,-0.0007614463193794382,6.407080855336128,0.012913721773080696
0.2,0.0026681878316751643,0.004706343826109693,0.06669250577875989,-0.0007531934810388147,6.407079023052189,0.013039798989383412
0.2,0.002694237682381027,0.004752292226804009,0.06734339162581367,-0.0007444099066342808,6.4070771553065,0.013167107084441363
0.2,0.002720541861029529,0.004798689220922529,0.06800062501445626,-0.0007350777727959619,6.407075251422288,0.013295658074746338
0.2,0.0027471028506561037,0.004845539187945255,0.06866426770549802,-0.0007251787371773739,6.4070733107102305,0.013425464094092772
0.2,0.002773923158538369,0.004892846550103871,0.06933438205649069,-0.0007146939310392162,6.407071332468235,0.013556537394722793
0.2,0.0028010053164328154,0.004940615772798982,0.07001103102736958,-0.000703603940641097,6.407069315981229,0.013688890348482505
0.2,0.0028283518808137798,0.004988851365021372,0.0706942781861445,-0.0006918887956512759,6.407067260520919,0.013822535447989441
0.2,0.002855965433114779,0.0050375578797774235,0.07138418771464146,-0.0006795279534975062,6.407065165345572,0.013957485307811499
0.2,0.002883848579972186,0.005086739914518649,0.07208082441429438,-0.0006665002841182064,6.407063029699778,0.014093752665657419
0.2,0.0029120039534712974,0.005136402111575446,0.07278425371198755,-0.0006527840556448483,6.407060852814215,0.014231350383578863
0.2,0.002940434211394778,0.005186549158595029,0.07349454166594853,-0.0006383569188674323,6.407058633905422,0.014370291449184208
0.2,0.002969142037473557,0.005237185788983677,0.07421175497169291,-0.000623195890656784,6.407056372175542,0.014510588976864218
0.2,0.0029981301416401726,0.005288316782353292,0.07493596096802049,-0.0006072773366961235,6.407054066812076,0.014652256209029782
0.2,0.003027401260284563,0.005339946964972264,0.0756672276430629,-0.0005905769585168602,6.407051716987654,0.014795306517361584
0.2,0.0030569581565123853,0.005392081210220789,0.07640562364038393,-0.0005730697725125162,6.407049321859758,0.014939753404072133
0.2,0.0030868036204058404,0.0054447244390505856,0.07715121826513216,-0.0005547300941405435,6.407046880570478,0.015085610503180044
0.2,0.0031169404692870575,0.005497881620449135,0.07790408149024651,-0.0005355315196289276,6.407044392246252,0.015232891581796878
0.2,0.0031473715479840253,0.005551557771908384,0.07866428396271445,-0.0005154469100045895,6.407041855997601,0.015381610541426389
0.2,0.003178099729099145,0.005605757959898071,0.07943189700988407,-0.0004944483694034004,6.407039270918861,0.015531781419276625
0.2,0.0032091279132803905,0.0056604873003436446,0.08020699264582973,-0.0004725072289083064,6.407036636087916,0.015683418389584817
0.2,0.0032404590294951344,0.005715750959108864,0.08098964357777189,-0.00044959402591085234,6.407033950565926,0.015836535764955268
0.2,0.0032720960353066126,0.005771554152483043,0.08177992321255041,-0.0004256784841713999,6.407031213397038,0.01599114799771015
0.2,0.0033040419171531197,0.005827902147673107,0.08257790566315336,-0.00040072949528861855,6.407028423608117,0.01614726968125376
0.2,0.0033362996906299304,0.005884800263300436,0.08338366575530037,-0.00037471509514632297,6.407025580208451,0.01630491555144998
0.2,0.0033688724007739424,0.005942253869902502,0.08419727903408056,-0.0003476024489059873,6.407022682189478,0.016464100488013188
0.2,0.0034017631223511318,0.006000268390439454,0.08501882177064664,-0.00031935782293458456,6.407019728524473,0.01662483951591289
0.2,0.0034349749601467945,0.006058849300805599,0.08584837096896407,-0.0002899465665227262,6.407016718168269,0.016787147806792004
0.2,0.0034685110492586437,0.006118002130345908,0.08668600437261642,-0.0002593330910693292,6.4070136500569435,0.016951040680399078
0.2,0.003502374555392732,0.006177732462377498,0.08753180047166664,-0.00022748084422999728,6.407010523107528,0.017116533606034486
0.2,0.003536568675162296,0.0062380459347162465,0.0883858385095748,-0.00019435229027853782,6.407007336217695,0.017283642204010796
0.2,0.0035710966363895155,0.006298948240208527,0.08924819849017274,-0.00015990888444727502,6.4070040882654435,0.017452382247127512
0.2,0.0036059616984101908,0.006360445127268095,0.09011896118469499,-0.00012411105070982576,6.407000778108795,0.017622769662160084
0.2,0.0036411671523814276,0.006422542400418242,0.09099820813886735,-8.691815621983856e-05,6.4069974045854625,0.017794820531363685
0.2,0.003676716321592306,0.006485245920839207,0.09188602168005224,-4.82884875843935e-05,6.406993966512536,0.017968551093991574
0.2,0.0037126125617776033,0.00654856160692096,0.09278248492445242,-8.179226025864343e-06,6.406990462686157,0.01814397774782852
0.2,0.0037488592614345418,0.0066124954348212965,0.09368768178437108,3.3453578746096965e-05,6.406986891881187,0.018321117050738963
0.2,0.0037854598421426695,0.006677053439029448,0.09460169697553115,7.665503282512339e-05,6.406983252850884,0.01849998572223063
0.2,0.0038224177588868386,0.006742241712935128,0.09552461602445182,0.0001214714276141721,6.406979544326542,0.018680600645033307
0.2,0.0038597365003833605,0.006808066409403173,0.09645652527588403,0.00016795026240054058,6.4069757650171795,0.018862978866693195
0.2,0.0038974195894093087,0.006874533741353709,0.09739751190030344,0.00021614027410528347,6.406971913609184,0.019047137601182776
0.2,0.003935470583135067,0.006941649982348025,0.09834766390146285,0.00026609146420248785,6.406967988765956,0.019233094230526538
0.2,0.003973893073460132,0.007009421467180169,0.09930707012400335,0.000317855126732772,6.40696398912757,0.019420866306442762
0.2,0.0040126906873521485,0.007077854592474215,0.10027582026112325,0.0003714838762458514,6.406959913310423,0.019610471552001123
0.2,0.004051867087189304,0.007146955817287443,0.10125400486230716,0.00042703167629075714,6.406955759906857,0.019801927863296803
0.2,0.0040914259711060386,0.007216731663719344,0.10224171534111373,0.00048455386934036573,6.406951527484823,0.019995253311140982
0.2,0.00413137107334215,0.0072871887175265816,0.10323904398302272,0.0005441072045713272,6.4069472145875,0.02019046614276791
0.2,0.004171706164595275,0.007358333628743895,0.10424608395334069,0.0006057498707236722,6.406942819732931,0.020387584783558652
0.2,0.0042124350523768395,0.007430173112311091,0.1052629293051667,0.0006695415221552256,6.406938341413657,0.020586627838781863
0.2,0.004253561581371493,0.007502713948706155,0.10628967498741772,0.0007355433144208886,6.4069337780963265,0.020787614095351743
0.2,0.004295089633800008,0.007575962984584453,0.10732641685291218,0.0008038179296330236,6.406929128221346,0.020990562523602995
0.2,0.004337023129785767,0.007649927133424225,0.10837325166651406,0.0008744296117697834,6.406924390202469,0.02119549227908344
0.2,0.004379366027724801,0.007724613376178329,0.10943027711333611,0.0009474441969179355,6.406919562426429,0.021402422704364234
0.2,0.004422122324659468,0.00780002876193237,0.110497591807003,0.0010229291450431104,6.4069146432525494,0.021611373330867878
0.2,0.00446529605665574,0.007876180408569149,0.11157529529797247,0.0011009535708616002,6.4069096310123586,0.02182236388071403
0.2,0.004508891299184202,0.007953075503439665,0.11266348808191753,0.0011815882792430691,6.406904524009177,0.022035414268583707
0.2,0.00455291216750477,0.008030721304040613,0.11376227160816717,0.0012649057959299508,6.406899320517747,0.022250544603601742
0.2,0.004597362817055163,0.00810912513869848,0.11487174828820639,0.0013509803985540193,6.406894018783821,0.022467775191237733
0.2,0.004642247443843148,0.008188294407260276,0.11599202150423538,0.0014398881545373858,6.406888617023757,0.022687126535225713
0.2,0.0046875702848426385,0.008268236581791013,0.11712319561778764,0.0015317069500511598,6.406883113424125,0.022908619339502723
0.2,0.004733335618393664,0.008348959207277984,0.11826537597840757,0.001626516525723296,6.406877506141288,0.023132274510166556
0.2,0.004779547764606211,0.00843046990234183,0.1194186689323856,0.0017243985084453494,6.406871793301015,0.02335811315745263
0.2,0.0048262110857680415,0.008512776359954594,0.12058318183155319,0.0018254364481797957,6.4068659729980375,0.023586156597730498
0.2,0.004873329986756472,0.00859588634816471,0.12175902304213479,0.0019297158481327386,6.406860043295666,0.023816426355519844
0.2,0.004920908915454202,0.008679807710829116,0.12294630195365974,0.0020373242016544623,6.406854002225353,0.02404894416552672
0.2,0.00496895236316915,0.008764548368352365,0.12414512898792956,0.002148351023693594,6.406847847786297,0.024283731974699328
0.2,0.005017464865058431,0.00885011631843303,0.12535561560804462,0.0022628878868604175,6.406841577945001,0.02452081194430451
0.2,0.005066451000556485,0.00893651963681737,0.12657787432748785,0.002381028453581064,6.406835190634867,0.02476020645202469
0.2,0.005115915393807322,0.009023766478060209,0.1278120187192639,0.0025028685110923595,6.406828683755756,0.02500193809407513
0.2,0.005165862714101055,0.00911186507629336,0.12905816342509682,0.0026285060045040474,6.406822055173589,0.025246029687342658
0.2,0.005216297676314652,0.009200823746001403,0.13031642416468178,0.0027580410700311373,6.406815302719896,0.02549250427154497
0.2,0.005267225041357029,0.009290650882805113,0.13158691774499456,0.002891576069155624,6.406808424191407,0.025741385111411736
0.2,0.005318649616618435,0.009381354964252376,0.1328697620696542,0.0030292156217083246,6.406801417349603,0.025992695698886865
0.2,0.005370576256424274,0.009472944550616898,0.13416507614834136,0.0031710666371077955,6.406794279920308,0.02624645975535275
0.2,0.00542300986249333,0.009565428285704624,0.13547298010627082,0.0033172383488854883,6.406787009593243,0.026502701233876408
0.2,0.005475955384400494,0.00965881489766805,0.1367935951937177,0.003467842344855124,6.406779604021606,0.026761444321478024
0.2,0.005529417820043961,0.00975311319982834,0.13812704379559565,0.003622992600728659,6.40677206082163,0.02702271344142157
0.2,0.005583402216117025,0.00984833209150553,0.13947344944108792,0.0037828055086394914,6.406764377572156,0.027286533255528336
0.2,0.005637913668584497,0.009944480558856796,0.14083293681333087,0.003947399910245199,6.406756551814188,0.02755292866651346
0.2,0.005692957323163709,0.010041567675722778,0.14220563175914686,0.004116897125151673,6.406748581050486,0.027821924820345244
0.2,0.0057485383758102805,0.010139602604482212,0.14359166129882775,0.004291420980307936,6.406740462745097,0.02809354710862808
0.2,0.005804662073208587,0.01023859459691482,0.14499115363596826,0.004471097838161285,6.406732194322955,0.028367821171008858
0.2,0.005861333713267056,0.01033855299507263,0.14640423816734735,0.004656056625467633,6.406723773169424,0.028644772897607394
0.2,0.00591855864561824,0.010439487232159655,0.14783104549285628,0.00484642885875587,6.406715196629874,0.028924428431470584
0.2,0.005976342272123826,0.010541406833420225,0.14927170742547455,0.005042348670209766,6.406706462009249,0.02920681417105121
